source	target	Co-exp
AT3G58730	AT4G27230	0.7399091457469744
AT3G58730	AT5G08180	0.48007467591975356
AT3G58730	AT4G33060	0.33147503063017364
AT3G58730	AT1G17220	-0.08822191722826221
AT3G58730	AT1G54410	0.9904186272580225
AT3G58730	AT2G24060	-0.7079803851213117
AT3G58730	AT5G51210	-0.9258529098182452
AT3G58730	AT5G16890	0.8767013297238881
AT3G58730	AT1G14830	1.5998766548198013
AT3G58730	AT5G42080	1.429996168348696
AT3G58730	AT3G60190	1.11825737584904
AT3G58730	AT3G21720	-1.077230950136852
AT3G58730	AT1G03880	-0.9943069089551632
AT3G58730	AT1G04270	1.3999863447681231
AT3G58730	AT5G40420	-0.7565830675025382
AT3G58730	AT4G25140	-1.2155990409223274
AT3G58730	AT3G01570	-1.0805248407725048
AT3G58730	AT3G27660	-0.29303727689802705
AT3G58730	AT3G58660	0.3398148081057333
AT3G58730	AT5G06360	0.47130034368448886
AT3G58730	AT2G37990	0.18964628810244866
AT3G58730	AT1G09590	0.3646705366928925
AT3G58730	AT3G55770	1.2690742837005244
AT3G58730	AT2G04390	0.9120727668522118
AT3G58730	AT2G43460	1.1613609600524633
AT3G58730	AT5G15220	0.9976047106406921
AT3G58730	AT5G54600	0.7910872969913683
AT3G58730	AT1G02780	0.9083094480068512
AT3G58730	AT4G29520	1.5614181280494628
AT3G58730	AT1G48610	-0.21586132745691797
AT3G58730	AT1G48760	1.1365515858865012
AT3G58730	AT5G48240	-0.17673130738385137
AT3G58730	AT3G56910	0.7207182718592363
AT3G58730	AT3G15190	0.8041319764623631
AT3G58730	AT5G59870	0.3443617032351066
AT3G58730	AT1G33040	0.09094911464543289
AT3G58730	AT5G13780	0.22281524441928044
AT3G58730	AT1G75350	0.798951044698783
AT3G58730	AT4G27170	-0.8113762895517459
AT3G58730	AT3G60245	0.6093844239450442
AT3G58730	AT3G51010	1.2651113394685223
AT3G58730	AT3G01800	0.7583286418825937
AT3G58730	AT1G07920	1.3182576161999038
AT3G58730	AT5G05210	-0.2567708980651055
AT3G58730	AT1G48350	0.6020822392411721
AT3G58730	AT1G53830	1.1015765292886617
AT3G58730	AT4G01310	0.5014390411667179
AT3G58730	AT3G01920	0.20796618681295695
AT3G58730	AT1G80410	0.28416582316612843
AT3G58730	AT1G52740	1.3363968331262417
AT3G58730	AT5G35680	1.8414609728365192
AT3G58730	AT3G05590	1.220586554543381
AT3G58730	AT5G12250	1.7014644497992688
AT3G58730	AT5G16470	1.440314547697458
AT3G58730	AT1G74050	0.49546620941500885
AT3G58730	AT1G06190	0.00025317352588394813
AT3G58730	AT5G46430	0.2528985462154968
AT3G58730	ATCG00820	-1.2625702772968397
AT3G58730	AT1G69250	0.647351995684685
AT3G58730	AT1G76405	-0.5262763639778681
AT3G58730	AT3G12640	-0.20538106641431605
AT3G58730	AT5G46900	0.053158206350044666
AT3G58730	AT3G07300	0.4794367644577688
AT3G58730	AT3G13860	0.4028546682516864
AT3G58730	AT3G09440	1.1570574615124096
AT3G58730	AT2G42810	0.7530473951332031
AT3G58730	AT5G02500	1.1807425615741673
AT3G58730	AT4G28480	1.3823623364241309
AT3G58730	AT5G04290	-0.609585017694567
AT3G58730	AT5G64350	1.6840443722061158
AT3G58730	AT3G56150	0.9567219768026715
AT3G58730	AT5G20280	1.5990322293884585
AT3G58730	AT5G01410	1.439606028262628
AT3G58730	AT1G62740	1.1371254909340776
AT3G58730	AT1G09020	1.1231040678387254
AT3G58730	AT1G20630	1.2509088040525793
AT3G58730	AT5G02870	0.8636745892703844
AT3G58730	AT3G12580	0.9671650682010317
AT3G58730	AT1G04820	1.3930120853039891
AT3G58730	AT1G50010	0.9931041699325157
AT3G58730	AT5G06600	1.3986799537583485
AT3G58730	AT4G33400	-0.4728523912557238
AT3G58730	AT3G13470	0.25593899441203455
AT3G58730	AT1G51690	0.5516454717116519
AT3G58730	AT1G27430	0.49033780309464264
AT3G58730	AT4G19210	1.2314564510458907
AT3G58730	AT5G42950	0.3341325884373806
AT3G58730	AT3G62010	0.5910768672785697
AT3G58730	AT4G01370	1.6471607476593593
AT3G58730	AT1G09570	0.555810337524534
AT3G58730	AT1G52380	0.649206172532569
AT3G58730	AT1G10840	1.0339952274746522
AT3G58730	AT5G05470	0.8147184364885127
AT3G58730	AT1G04170	1.2232746804363928
AT3G58730	AT5G07440	1.1457442560096593
AT3G58730	AT1G48970	0.12212425680222978
AT3G58730	AT1G71697	1.3078260057727378
AT3G58730	AT1G74320	-0.07253403116405324
AT3G58730	AT5G67630	0.24319195911925257
AT3G58730	AT5G22330	0.35364952190703774
AT3G58730	AT1G71410	0.5026217247118736
AT3G58730	AT5G25460	1.019077140529023
AT3G58730	AT1G16030	0.4336183611033068
AT3G58730	AT1G60850	-0.1873375720853111
AT3G58730	AT3G18740	0.9890808070896036
AT3G58730	AT3G29160	1.2002759989399163
AT3G58730	AT3G51460	1.7764176832171559
AT3G58730	AT4G29840	1.1761150126221536
AT3G58730	AT3G11940	0.8308496315529624
AT3G58730	AT5G18380	1.1013987177472895
AT3G58730	AT1G55490	-0.006355991054270576
AT3G58730	AT2G28000	0.3861913301723796
AT3G58730	AT3G50370	0.26194913932012515
AT3G58730	AT1G53900	-0.42400272448167936
AT3G58730	AT5G53460	0.5423643981102975
AT3G58730	AT4G04950	1.4792475256024018
AT3G58730	AT5G07350	1.239482798007845
AT3G58730	AT3G12590	0.3276527282953022
AT3G58730	AT5G42980	1.7841518394622147
AT3G58730	AT2G22040	-1.4220667993712357
AT3G58730	AT5G01770	-0.8869444724892289
AT3G58730	AT1G66730	-1.0712756268662145
AT3G58730	AT1G48050	-0.059367079349838835
AT3G58730	AT1G16970	0.43378655733130356
AT3G58730	AT2G26830	1.2135675192915891
AT3G58730	AT1G79190	-0.20523525808014814
AT3G58730	AT5G44200	0.06360789930684173
AT3G58730	AT3G08730	0.38515675115563064
AT3G58730	AT5G61200	-0.5293542688429274
AT3G58730	AT3G49590	1.0358205583824105
AT3G58730	AT2G36010	-1.0029449046574956
AT3G58730	AT3G15040	1.6675399020657102
AT3G58730	AT2G35075	-1.5911439048830178
AT3G58730	AT2G23093	0.8944809052275636
AT3G58730	AT3G47510	0.16033465108263084
AT3G58730	AT4G14560	-0.3899757090802116
AT3G58730	AT1G51950	0.8889272724365874
AT3G58730	AT1G19850	-0.4727713068966638
AT3G58730	AT3G10410	1.7249222266313788
AT3G58730	AT5G18820	-0.4939476712403211
AT3G58730	AT5G62000	0.41120822289267916
AT3G58730	AT5G18170	0.7979143129999352
AT3G58730	AT5G20730	0.7831222297131637
AT3G58730	AT2G18720	-0.36071401428508915
AT3G58730	AT5G56500	0.823641303788604
AT3G58730	AT1G68490	0.7280099801768936
AT3G58730	AT4G09760	1.0445178245985334
AT3G58730	AT2G26290	0.22401127459344963
AT3G58730	AT1G53880	0.7692374301750239
AT3G58730	AT4G18300	1.078195100914994
AT3G58730	AT5G42390	0.9851807211748906
AT3G58730	AT2G17700	0.25177857747549015
AT3G58730	AT2G39910	-0.03230442107484989
AT3G58730	AT3G48470	-0.3763429168597872
AT3G58730	AT4G14960	1.6998342954018142
AT3G58730	AT3G57570	0.03890501114870676
AT3G58730	AT4G37190	0.3268289686121092
AT3G58730	AT5G58430	0.922511983422794
AT3G58730	AT4G17950	0.1562056633047308
AT3G58730	AT2G15630	-0.5950353264121354
AT3G58730	AT3G56090	1.0702275939304107
AT3G58730	AT3G44620	1.7754911688417736
AT3G58730	AT4G01990	-0.10463970603615044
AT3G58730	AT1G80030	-0.2455657572037216
AT3G58730	AT3G01090	1.2008992721636282
AT3G58730	AT4G24710	-0.5432829830958856
AT3G58730	AT1G61980	0.5277838517177814
AT3G58730	AT3G53710	1.2255370058102353
AT3G58730	AT1G79970	1.1491097592031365
AT3G58730	AT4G39960	-0.21367276732299928
AT3G58730	AT5G66930	0.5353565568054199
AT3G58730	AT4G02480	0.9992235275790923
AT3G58730	AT1G05805	0.27094261459306157
AT3G58730	AT2G17670	0.4164444068301322
AT3G58730	AT5G14240	1.7269912411527364
AT3G58730	AT4G38900	0.41412754684311687
AT3G58730	AT1G29400	1.2234226414526599
AT3G58730	AT1G51660	1.5803908634845087
AT3G58730	AT3G45630	0.6159338874749883
AT3G58730	AT3G51950	-0.1936719109175013
AT3G58730	AT5G43870	-0.32938488360214824
AT3G58730	AT5G18230	0.3233625763842621
AT3G58730	AT1G60620	0.35610845891258286
AT3G58730	AT5G60250	-0.5088779567178443
AT3G58730	AT5G35980	0.9714506277235943
AT3G58730	AT5G08360	-0.9794311580908132
AT3G58730	AT2G16570	-0.42816515058818294
AT3G58730	AT3G53930	0.008836491102903257
AT3G58730	AT5G19400	1.1374941736215554
AT3G58730	AT5G16220	1.1324647906777403
AT3G58730	AT4G01720	0.6438580491259714
AT5G39570	AT1G24764	1.3732422834437767
AT5G39570	AT4G15530	1.4565380210678822
AT5G39570	AT4G27450	0.8947300423024804
AT5G39570	AT3G13920	1.4509832401797866
AT5G39570	AT1G07110	0.3975661023831596
AT5G39570	AT5G47700	0.5751122898085774
AT5G39570	AT3G51800	0.805626081351165
AT5G39570	AT3G53420	1.1491942878535546
AT5G39570	AT4G35100	0.8630049616254752
AT5G39570	AT3G52930	1.750919594291674
AT5G39570	AT3G15450	0.6477483762151693
AT5G39570	AT3G14310	1.5474533922493825
AT5G39570	AT1G42550	1.386477116500178
AT5G39570	AT1G05150	1.5334731571381899
AT5G39570	AT1G72160	1.773409668764242
AT5G39570	AT5G22650	1.10074989936267
AT5G39570	AT5G64330	1.4988888840973773
AT5G39570	AT5G57110	1.549569478752637
AT5G39570	AT4G38970	0.3255570205159177
AT5G39570	AT4G32180	1.6978697577183248
AT5G39570	AT4G11860	1.3825840626803214
AT5G39570	AT3G48740	-0.4917067291753281
AT5G39570	AT1G70770	1.846853154470075
AT5G39570	AT5G66570	1.0844871036659052
AT5G39570	AT3G20550	1.464583455144447
AT5G39570	AT4G24275	0.7559018515963928
AT5G39570	AT2G29210	1.6094704413740613
AT5G39570	AT1G48480	1.2825187879933615
AT5G39570	AT3G02880	1.5692052402741554
AT5G39570	AT5G60660	0.08822783744809748
AT5G39570	AT4G25960	0.7331922035497331
AT5G39570	AT5G16590	0.9381763334960544
AT5G39570	AT2G45820	1.6956077193687626
AT5G39570	AT4G30190	1.7869022496239555
AT5G39570	AT3G28860	1.27236128575346
AT5G39570	AT2G18960	1.7407059788050603
AT5G39570	AT5G62670	0.47713382514832653
AT5G39570	AT3G17840	1.1572240791068673
AT5G39570	AT3G08600	0.801416296238485
AT5G39570	AT2G39010	1.437140346186506
AT5G39570	AT1G24180	1.845013615860464
AT5G39570	AT4G27430	1.6925061350006148
AT5G39570	AT3G45780	1.1124498700825294
AT5G39570	AT1G69200	-0.01094737494702212
AT5G39570	AT4G31880	1.5691141100653005
AT5G39570	AT5G16130	-0.08569165468917245
AT5G39570	AT3G08850	1.3081850731468405
AT5G39570	AT1G59610	1.7989084752504234
AT5G39570	AT1G10290	1.764645812915192
AT5G39570	AT5G03860	-0.18754107229973052
AT5G39570	AT4G26130	1.814821818886461
AT5G39570	AT3G02560	-0.20378793814896337
AT5G39570	AT1G48830	0.177104762194045
AT5G39570	AT5G65220	-0.22900531732874374
AT5G39570	AT1G19870	1.6026854744224934
AT5G39570	AT4G31700	0.9190645347974173
AT5G39570	AT5G43830	1.4862695746091323
AT5G39570	AT1G26630	1.085865968306344
AT5G39570	AT1G80930	1.8213280852622866
AT5G39570	AT1G20696	1.7589858376285286
AT5G39570	AT2G38040	1.6481029048579936
AT5G39570	AT5G10360	0.7483544046453817
AT5G39570	AT5G20290	0.9540090233094519
AT5G39570	AT1G75240	0.1999583529170536
AT5G39570	AT3G18140	0.6923997388477279
AT5G39570	AT5G56030	1.7133359175263432
AT5G39570	AT3G22480	0.8120620267784251
AT5G39570	AT1G08780	1.3546847286295458
AT5G39570	AT5G23290	-0.24327946530251138
AT5G39570	AT1G29990	1.0690868159301141
AT5G39570	AT2G07340	0.26024952504694476
AT5G39570	AT5G49510	0.3441007981647156
AT5G39570	AT3G18165	0.8250612129010625
AT5G39570	AT3G16640	1.1599822389241645
AT5G39570	AT3G59970	1.5454178160566283
AT5G39570	AT1G68060	1.8073821495525368
AT5G39570	AT1G63660	0.6728973001042037
AT5G39570	AT4G02520	1.2160591770650382
AT5G39570	AT1G64790	0.9056471542990265
AT5G39570	AT3G04120	1.7357060158499307
AT5G39570	AT5G03690	-0.1429601741278771
AT5G39570	AT4G23680	0.7180180909464704
AT5G39570	AT3G15950	1.0291819738135703
AT5G39570	AT5G54440	1.6235745274620126
AT5G39570	AT5G38640	1.3954253854490366
AT5G39570	AT3G58700	0.23231029462126918
AT5G39570	AT1G59870	1.6439754957136328
AT5G39570	AT3G27390	0.500669672584558
AT5G39570	AT2G47000	1.5347222868041328
AT5G39570	AT3G61260	0.98757005479257
AT5G39570	AT4G25340	1.1741988385298203
AT5G39570	AT2G35880	1.6383051875528947
AT5G39570	AT1G75190	1.0756837819783747
AT5G39570	AT1G07770	0.5974165160599373
AT5G39570	AT2G01250	0.7858463771532977
AT5G39570	AT1G74910	0.7124687635196921
AT5G39570	AT4G15760	0.603744109821551
AT5G39570	AT1G77440	0.9665977647118921
AT5G39570	AT4G35450	0.5904254656754314
AT5G39570	AT1G69800	0.31814562307355954
AT5G39570	AT1G75950	1.550265799655573
AT5G39570	AT1G02880	0.9488652611901133
AT5G39570	AT1G01910	1.3479110991370327
AT5G39570	AT5G38830	1.5034102340658435
AT5G39570	AT2G37620	0.8781011471367565
AT5G39570	AT4G05400	1.0501393386316957
AT5G39570	AT2G39900	0.6972589163935872
AT5G39570	AT2G20630	1.8217000687289826
AT5G39570	AT5G57460	1.823211395074576
AT5G39570	AT3G46740	1.0626676614232258
AT5G39570	AT5G04510	0.6062225644781265
AT5G39570	AT1G09070	1.5448741920705769
AT5G39570	AT5G18420	0.5926496168200525
AT5G39570	AT4G22670	1.700326829066051
AT5G39570	AT3G44110	1.820322926234223
AT5G39570	AT5G18940	0.3440280375097716
AT5G39570	AT4G02510	1.444366469456216
AT5G39570	AT5G22060	1.7349329159521325
AT5G39570	AT3G18000	0.9964449890379251
AT5G39570	AT5G24710	1.786507304214871
AT5G39570	AT2G07360	1.7119752789276756
AT5G39570	AT1G68530	1.5617087401328194
AT5G39570	AT3G47470	0.9665192635713508
AT5G39570	AT3G50590	1.7369453866903584
AT5G39570	AT1G30470	0.9665214162534498
AT5G39570	AT3G14010	1.3510982167405778
AT5G39570	AT5G05170	1.8326761642150395
AT5G39570	AT1G17730	1.4509473621448044
AT5G39570	AT1G66680	0.8767139587922018
AT5G39570	AT4G10750	1.6898157129133642
AT5G39570	AT1G01100	0.3807761865964351
AT5G39570	AT1G01950	1.0802240755493115
AT5G39570	AT5G02490	1.4654227141387524
AT5G39570	AT1G12270	1.5448149215567863
AT5G39570	AT1G33520	1.8589994479451137
AT5G39570	AT4G15900	0.9371028626893849
AT5G39570	AT2G36170	0.0064681102576533405
AT5G39570	AT2G40290	1.5909097292927517
AT5G39570	AT1G67230	1.739315920217707
AT5G39570	AT5G45950	0.163928912627155
AT5G39570	AT5G54110	0.8764995516551478
AT5G39570	AT3G52140	0.5762836358946785
AT5G39570	AT5G01870	0.23922241332881386
AT5G39570	AT4G14350	1.7392629642380733
AT5G39570	AT5G53400	1.422213648512481
AT5G39570	AT4G18970	-0.519356495614767
AT5G39570	AT1G55670	0.36350894943230627
AT5G39570	AT5G16070	1.042591891680685
AT5G39570	AT3G02530	1.1088701032641382
AT5G39570	AT3G18190	1.531305406264561
AT5G39570	AT1G24510	1.5941721907697597
AT5G39570	AT3G11830	1.3343138979273106
AT5G39570	AT3G03960	1.1066423643160188
AT5G39570	AT5G20890	1.6043527984641897
AT5G39570	AT3G20050	1.2562206188877751
AT5G39570	AT5G18110	1.2514042079596148
AT5G39570	AT5G26360	1.6448189165599962
AT5G39570	AT4G34570	-0.3945043781678139
AT5G39570	AT2G16370	-0.1547933241135905
AT5G39570	AT3G15610	1.0849288340326069
AT5G39570	AT2G34970	1.7217685473564368
AT5G39570	AT1G72340	1.1404730551100637
AT5G39570	AT1G52730	1.2756050906522776
AT5G39570	AT5G56000	1.6755455832795145
AT5G39570	AT5G19485	0.4429013003624802
AT5G39570	AT5G52640	1.3261348540484716
AT5G39570	AT5G56010	1.7761048267521105
AT5G39570	AT3G01910	1.355291928493586
AT5G39570	AT1G71695	0.2921159651817803
AT5G39570	AT3G02930	1.4083793652475964
AT5G39570	AT2G24090	-0.020806371935870767
AT5G39570	AT3G15730	1.8679587673287472
AT5G39570	AT2G19385	0.05906172173816792
AT5G39570	AT1G76990	0.8562133931154707
AT5G39570	AT1G31970	1.0504227751080557
AT5G39570	AT3G22330	1.685003320325122
AT5G39570	AT3G51600	0.7006552746971489
AT5G39570	AT1G52500	0.3605155732176655
AT5G39570	AT3G53520	1.8307740543124194
AT5G39570	AT2G26250	1.3761938976256987
AT5G39570	AT5G14040	1.7060354549681505
AT5G39570	AT1G76400	1.102845033093495
AT5G39570	AT5G47190	0.1388821693817501
AT5G39570	AT3G04650	-0.316047869902118
AT5G39570	AT3G12080	-0.09670248011309197
AT5G39570	AT1G62390	1.1920346707923481
AT5G39570	AT2G38140	-0.1852068473437839
