protein	species	construct	bait	replicate	intensity	batch
NbD026733.1	Nb	35S	LST8	3 MaxLFQ Intensity	-1.136019459550056	R0563
NbD026733.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-0.5045837224427387	R0563
NbD026733.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-0.3919093241089619	R0563
NbD026733.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-0.24200252793878896	R0563
NbD026747.1	Nb	35S	GFP	1 MaxLFQ Intensity	-3.2807812913269845	R0563
NbD026747.1	Nb	35S	GFP	2 MaxLFQ Intensity	-3.298457333298033	R0563
NbD026747.1	Nb	35S	GFP	3 MaxLFQ Intensity	-3.236656231989937	R0563
NbD026747.1	Nb	35S	LST8	1 MaxLFQ Intensity	-1.0469171526311012	R0563
NbD026747.1	Nb	35S	LST8	2 MaxLFQ Intensity	-1.3012652366737745	R0563
NbD026747.1	Nb	35S	LST8	3 MaxLFQ Intensity	-1.2393002254035943	R0563
NbD026747.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-3.3137514961079098	R0563
NbD026747.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-3.212121349609198	R0563
NbD026747.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-3.186726141658866	R0563
NbD026761.1	Nb	35S	GFP	1 MaxLFQ Intensity	-0.2340585982227452	R0563
NbD026761.1	Nb	35S	GFP	2 MaxLFQ Intensity	-0.2262273128707477	R0563
NbD026761.1	Nb	35S	GFP	3 MaxLFQ Intensity	-0.1269441494472101	R0563
NbD026761.1	Nb	35S	LST8	1 MaxLFQ Intensity	-0.2042642045905989	R0563
NbD026761.1	Nb	35S	LST8	2 MaxLFQ Intensity	-0.4219101823989959	R0563
NbD026761.1	Nb	35S	LST8	3 MaxLFQ Intensity	-0.14162460311161595	R0563
NbD026761.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-3.2992809927764823	R0563
NbD026761.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-3.2173170385314864	R0563
NbD026761.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-3.330177852677221	R0563
NbD026784.1	Nb	35S	GFP	1 MaxLFQ Intensity	-2.353374902855201	R0563
NbD026784.1	Nb	35S	GFP	2 MaxLFQ Intensity	-2.4576093537113852	R0563
NbD026784.1	Nb	35S	GFP	3 MaxLFQ Intensity	-2.4851813103520666	R0563
NbD026784.1	Nb	35S	LST8	1 MaxLFQ Intensity	-1.9323679435196668	R0563
NbD026784.1	Nb	35S	LST8	2 MaxLFQ Intensity	-1.86788903106208	R0563
NbD026784.1	Nb	35S	LST8	3 MaxLFQ Intensity	-1.9580695285085428	R0563
NbD026784.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-0.6686602354290608	R0563
NbD026784.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-0.6142297806844464	R0563
NbD026784.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-0.7573565451308517	R0563
NbD026823.1	Nb	35S	GFP	1 MaxLFQ Intensity	-2.4428723997684973	R0563
NbD026823.1	Nb	35S	GFP	2 MaxLFQ Intensity	-2.4897835786653264	R0563
NbD026823.1	Nb	35S	GFP	3 MaxLFQ Intensity	-2.409796159286395	R0563
NbD026823.1	Nb	35S	LST8	1 MaxLFQ Intensity	-2.3189792467934893	R0563
NbD026823.1	Nb	35S	LST8	2 MaxLFQ Intensity	-2.3232710828365835	R0563
NbD026823.1	Nb	35S	LST8	3 MaxLFQ Intensity	-2.326456829751	R0563
NbD026823.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-0.4364702761482105	R0563
NbD026823.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-0.5002441762498878	R0563
NbD026823.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-0.3597645216446831	R0563
NbD026839.1	Nb	35S	GFP	1 MaxLFQ Intensity	-0.9775809930927526	R0563
NbD026839.1	Nb	35S	GFP	2 MaxLFQ Intensity	-1.373134611953274	R0563
NbD026839.1	Nb	35S	GFP	3 MaxLFQ Intensity	-1.2824018948516225	R0563
NbD026839.1	Nb	35S	LST8	1 MaxLFQ Intensity	-0.3530165638823952	R0563
NbD026839.1	Nb	35S	LST8	2 MaxLFQ Intensity	-0.5365065608595359	R0563
NbD026839.1	Nb	35S	LST8	3 MaxLFQ Intensity	-0.6810222144307012	R0563
NbD026839.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-3.3099959188588386	R0563
NbD026839.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-3.256058381520403	R0563
NbD026839.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-3.3327480010581705	R0563
NbD026895.1	Nb	35S	GFP	1 MaxLFQ Intensity	0.8270160911157909	R0563
NbD026895.1	Nb	35S	GFP	2 MaxLFQ Intensity	0.39100544994296976	R0563
NbD026895.1	Nb	35S	GFP	3 MaxLFQ Intensity	-0.005473603050834025	R0563
NbD026895.1	Nb	35S	LST8	1 MaxLFQ Intensity	-1.117072774384421	R0563
NbD026895.1	Nb	35S	LST8	2 MaxLFQ Intensity	-1.1824947824104972	R0563
NbD026895.1	Nb	35S	LST8	3 MaxLFQ Intensity	-1.0932861090890216	R0563
NbD026895.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	0.01737581103408832	R0563
NbD026895.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-0.11419089421323406	R0563
NbD026895.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	0.05890568559169463	R0563
NbD026901.1	Nb	35S	GFP	1 MaxLFQ Intensity	-1.2167371713224426	R0563
NbD026901.1	Nb	35S	GFP	2 MaxLFQ Intensity	-1.23871982376955	R0563
NbD026901.1	Nb	35S	GFP	3 MaxLFQ Intensity	-1.5356729864052987	R0563
NbD026901.1	Nb	35S	LST8	1 MaxLFQ Intensity	-1.106311690338604	R0563
NbD026901.1	Nb	35S	LST8	2 MaxLFQ Intensity	-0.7154522844148872	R0563
NbD026901.1	Nb	35S	LST8	3 MaxLFQ Intensity	-0.8666947514070191	R0563
NbD026901.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-1.0099788822974798	R0563
NbD026901.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-0.866836686363655	R0563
NbD026901.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-0.7115334754684515	R0563
NbD026904.1	Nb	35S	GFP	1 MaxLFQ Intensity	-1.3356992049053678	R0563
NbD026904.1	Nb	35S	GFP	2 MaxLFQ Intensity	-2.01036668073908	R0563
NbD026904.1	Nb	35S	GFP	3 MaxLFQ Intensity	-2.0529345019467824	R0563
NbD026904.1	Nb	35S	LST8	1 MaxLFQ Intensity	-0.6022958040546547	R0563
NbD026904.1	Nb	35S	LST8	2 MaxLFQ Intensity	-0.4293631036914576	R0563
NbD026904.1	Nb	35S	LST8	3 MaxLFQ Intensity	-0.44673215119894527	R0563
NbD026904.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-1.8850784845268835	R0563
NbD026904.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-1.7673584766138475	R0563
NbD026904.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-1.839837279835855	R0563
NbD026905.1	Nb	35S	GFP	1 MaxLFQ Intensity	0.10686825769218088	R0563
NbD026905.1	Nb	35S	GFP	2 MaxLFQ Intensity	-0.05869132811077016	R0563
NbD026905.1	Nb	35S	GFP	3 MaxLFQ Intensity	-0.165229019473065	R0563
NbD026905.1	Nb	35S	LST8	1 MaxLFQ Intensity	-3.2710945798190028	R0563
NbD026905.1	Nb	35S	LST8	2 MaxLFQ Intensity	-3.3354354955718915	R0563
NbD026905.1	Nb	35S	LST8	3 MaxLFQ Intensity	-3.268937699707929	R0563
NbD026905.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-3.2969851451331964	R0563
NbD026905.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-3.3293662014893406	R0563
NbD026905.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-3.2273992839502577	R0563
NbD026974.1	Nb	35S	GFP	1 MaxLFQ Intensity	-1.2205161785926715	R0563
NbD026974.1	Nb	35S	GFP	2 MaxLFQ Intensity	-1.3143660238107315	R0563
NbD026974.1	Nb	35S	GFP	3 MaxLFQ Intensity	-1.2840716430589596	R0563
NbD026974.1	Nb	35S	LST8	1 MaxLFQ Intensity	-1.0023685868111158	R0563
NbD026974.1	Nb	35S	LST8	2 MaxLFQ Intensity	-1.0839643120378881	R0563
NbD026974.1	Nb	35S	LST8	3 MaxLFQ Intensity	-1.0875338644830006	R0563
NbD026974.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-1.0166608988792574	R0563
NbD026974.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-0.9412723867210817	R0563
NbD026974.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-1.1036595777075815	R0563
NbD026977.1	Nb	35S	GFP	1 MaxLFQ Intensity	-0.8158961182272972	R0563
NbD026977.1	Nb	35S	GFP	2 MaxLFQ Intensity	-0.9073062708990594	R0563
NbD026977.1	Nb	35S	GFP	3 MaxLFQ Intensity	-0.9604937720539846	R0563
NbD026977.1	Nb	35S	LST8	1 MaxLFQ Intensity	-0.5610297187569928	R0563
NbD026977.1	Nb	35S	LST8	2 MaxLFQ Intensity	-0.7067270371567708	R0563
NbD026977.1	Nb	35S	LST8	3 MaxLFQ Intensity	-0.7078598227910514	R0563
NbD026977.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-1.249192051310106	R0563
NbD026977.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-1.4270441013629231	R0563
NbD026977.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-1.5107419469915353	R0563
NbD026990.1	Nb	35S	GFP	1 MaxLFQ Intensity	-3.2856347163771584	R0563
NbD026990.1	Nb	35S	GFP	2 MaxLFQ Intensity	-3.2149028278584204	R0563
NbD026990.1	Nb	35S	GFP	3 MaxLFQ Intensity	-3.24435553255393	R0563
NbD026990.1	Nb	35S	LST8	1 MaxLFQ Intensity	-1.7027756392320708	R0563
NbD026990.1	Nb	35S	LST8	2 MaxLFQ Intensity	-1.6621164555612626	R0563
NbD026990.1	Nb	35S	LST8	3 MaxLFQ Intensity	-1.286282478925317	R0563
NbD026990.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-3.1955359415572957	R0563
NbD026990.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-3.2767233092204617	R0563
NbD026990.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-3.3623516289469775	R0563
NbD026995.1	Nb	35S	GFP	1 MaxLFQ Intensity	-0.6313529334272434	R0563
NbD026995.1	Nb	35S	GFP	2 MaxLFQ Intensity	-0.72069191765326035	R0563
NbD026995.1	Nb	35S	GFP	3 MaxLFQ Intensity	-0.6292111049992231	R0563
NbD026995.1	Nb	35S	LST8	1 MaxLFQ Intensity	-0.2995168702939233	R0563
NbD026995.1	Nb	35S	LST8	2 MaxLFQ Intensity	-0.23706456586695113	R0563
NbD026995.1	Nb	35S	LST8	3 MaxLFQ Intensity	-0.3964784094754248	R0563
NbD026995.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-1.6929293374728283	R0563
NbD026995.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-1.7529376219097343	R0563
NbD026995.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-1.5395591633726797	R0563
NbD026998.1	Nb	35S	GFP	1 MaxLFQ Intensity	-2.141461054169484	R0563
NbD026998.1	Nb	35S	GFP	2 MaxLFQ Intensity	-2.108492452665743	R0563
NbD026998.1	Nb	35S	GFP	3 MaxLFQ Intensity	-2.1674743933144867	R0563
NbD026998.1	Nb	35S	LST8	1 MaxLFQ Intensity	-1.053546815802618	R0563
NbD026998.1	Nb	35S	LST8	2 MaxLFQ Intensity	-0.9730576919268425	R0563
NbD026998.1	Nb	35S	LST8	3 MaxLFQ Intensity	-1.1709572594022295	R0563
NbD026998.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-1.6734422004392473	R0563
NbD026998.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-1.751107504953426	R0563
NbD026998.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-1.7830240030661755	R0563
NbD027008.1	Nb	35S	GFP	1 MaxLFQ Intensity	-1.8354357934893313	R0563
NbD027008.1	Nb	35S	GFP	2 MaxLFQ Intensity	-2.11018976786223	R0563
NbD027008.1	Nb	35S	GFP	3 MaxLFQ Intensity	-2.1178333269108918	R0563
NbD027008.1	Nb	35S	LST8	1 MaxLFQ Intensity	0.8182828313707962	R0563
NbD027008.1	Nb	35S	LST8	2 MaxLFQ Intensity	0.692291652075954	R0563
NbD027008.1	Nb	35S	LST8	3 MaxLFQ Intensity	0.9418367781580173	R0563
NbD027008.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-2.1519653712799607	R0563
NbD027008.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-2.4275792180065277	R0563
NbD027008.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-2.0284818375634193	R0563
NbD027014.1	Nb	35S	GFP	1 MaxLFQ Intensity	-0.3894809662191534	R0563
NbD027014.1	Nb	35S	GFP	2 MaxLFQ Intensity	-0.1273130211409672	R0563
NbD027014.1	Nb	35S	GFP	3 MaxLFQ Intensity	-0.08779574684363389	R0563
NbD027014.1	Nb	35S	LST8	1 MaxLFQ Intensity	-0.4930740483440737	R0563
NbD027014.1	Nb	35S	LST8	2 MaxLFQ Intensity	-0.29780676325188615	R0563
NbD027014.1	Nb	35S	LST8	3 MaxLFQ Intensity	-0.29193699309218246	R0563
NbD027014.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	0.13740822889105786	R0563
NbD027014.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	0.26302346405037547	R0563
NbD027014.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	0.38286838405042545	R0563
NbD027025.1	Nb	35S	GFP	1 MaxLFQ Intensity	-1.4621084324269542	R0563
NbD027025.1	Nb	35S	GFP	2 MaxLFQ Intensity	-1.462616656396611	R0563
NbD027025.1	Nb	35S	GFP	3 MaxLFQ Intensity	-1.0779171141755015	R0563
NbD027025.1	Nb	35S	LST8	1 MaxLFQ Intensity	-2.165910528811606	R0563
NbD027025.1	Nb	35S	LST8	2 MaxLFQ Intensity	-2.0085816818485895	R0563
NbD027025.1	Nb	35S	LST8	3 MaxLFQ Intensity	-2.377307687951471	R0563
NbD027025.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-0.7277238500227149	R0563
NbD027025.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-1.132083942826157	R0563
NbD027025.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-1.1186423931679415	R0563
NbD027041.1	Nb	35S	GFP	1 MaxLFQ Intensity	-3.280170992382514	R0563
NbD027041.1	Nb	35S	GFP	2 MaxLFQ Intensity	-3.259500883708669	R0563
NbD027041.1	Nb	35S	GFP	3 MaxLFQ Intensity	-3.291464857729342	R0563
NbD027041.1	Nb	35S	LST8	1 MaxLFQ Intensity	-0.6219386516030807	R0563
NbD027041.1	Nb	35S	LST8	2 MaxLFQ Intensity	-0.3390458477850888	R0563
NbD027041.1	Nb	35S	LST8	3 MaxLFQ Intensity	-0.6406365218055247	R0563
NbD027041.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-3.299740837607546	R0563
NbD027041.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-1.4179330729645225	R0563
NbD027041.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-3.248717724838908	R0563
NbD027060.1	Nb	35S	GFP	1 MaxLFQ Intensity	-3.3081517715134114	R0563
NbD027060.1	Nb	35S	GFP	2 MaxLFQ Intensity	-3.2967796527456747	R0563
NbD027060.1	Nb	35S	GFP	3 MaxLFQ Intensity	-3.2515702616366355	R0563
NbD027060.1	Nb	35S	LST8	1 MaxLFQ Intensity	-2.056242723996591	R0563
NbD027060.1	Nb	35S	LST8	2 MaxLFQ Intensity	-1.9971397067056895	R0563
NbD027060.1	Nb	35S	LST8	3 MaxLFQ Intensity	-2.153107130886827	R0563
NbD027060.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-2.9232304974380536	R0563
NbD027060.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-2.8857650019968903	R0563
NbD027060.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-2.717330595941926	R0563
NbD027077.1	Nb	35S	GFP	1 MaxLFQ Intensity	-0.2650193754482507	R0563
NbD027077.1	Nb	35S	GFP	2 MaxLFQ Intensity	-1.5677589378110788	R0563
NbD027077.1	Nb	35S	GFP	3 MaxLFQ Intensity	-1.4880417666387795	R0563
NbD027077.1	Nb	35S	LST8	1 MaxLFQ Intensity	-0.3878834267044303	R0563
NbD027077.1	Nb	35S	LST8	2 MaxLFQ Intensity	-0.4306017568168219	R0563
NbD027077.1	Nb	35S	LST8	3 MaxLFQ Intensity	-0.3373508888941465	R0563
NbD027077.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-1.704691192089883	R0563
NbD027077.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-1.751602326398269	R0563
NbD027077.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-1.8224069732524386	R0563
NbD027078.1	Nb	35S	GFP	1 MaxLFQ Intensity	-0.2453476405684256	R0563
NbD027078.1	Nb	35S	GFP	2 MaxLFQ Intensity	-0.4362573468586444	R0563
NbD027078.1	Nb	35S	GFP	3 MaxLFQ Intensity	-0.28079316954439015	R0563
NbD027078.1	Nb	35S	LST8	1 MaxLFQ Intensity	-0.6591769203677593	R0563
NbD027078.1	Nb	35S	LST8	2 MaxLFQ Intensity	-0.3599222575483605	R0563
NbD027078.1	Nb	35S	LST8	3 MaxLFQ Intensity	-0.6277875432073898	R0563
NbD027078.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-0.5060998992158581	R0563
NbD027078.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-0.3584386900005718	R0563
NbD027078.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-0.30397458565770386	R0563
NbD027092.1	Nb	35S	GFP	1 MaxLFQ Intensity	-1.4281114297877935	R0563
NbD027092.1	Nb	35S	GFP	2 MaxLFQ Intensity	-1.5367878675410789	R0563
NbD027092.1	Nb	35S	GFP	3 MaxLFQ Intensity	-1.4238926609901674	R0563
NbD027092.1	Nb	35S	LST8	1 MaxLFQ Intensity	-1.9558511311782842	R0563
NbD027092.1	Nb	35S	LST8	2 MaxLFQ Intensity	-2.002982749001872	R0563
NbD027092.1	Nb	35S	LST8	3 MaxLFQ Intensity	-1.8346440714715126	R0563
NbD027092.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-2.271898471278363	R0563
NbD027092.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-2.5404359422230605	R0563
NbD027092.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-2.3611221077726374	R0563
NbD027109.1	Nb	35S	GFP	1 MaxLFQ Intensity	-1.909702562803382	R0563
NbD027109.1	Nb	35S	GFP	2 MaxLFQ Intensity	-2.0166466521302455	R0563
NbD027109.1	Nb	35S	GFP	3 MaxLFQ Intensity	-1.9812874582934297	R0563
NbD027109.1	Nb	35S	LST8	1 MaxLFQ Intensity	-0.8306281990972452	R0563
NbD027109.1	Nb	35S	LST8	2 MaxLFQ Intensity	-0.9157525597632467	R0563
NbD027109.1	Nb	35S	LST8	3 MaxLFQ Intensity	-0.9277379253389735	R0563
NbD027109.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-1.9315484463431976	R0563
NbD027109.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-2.015034116563862	R0563
NbD027109.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-2.1519440608854974	R0563
NbD027112.1	Nb	35S	GFP	1 MaxLFQ Intensity	-0.40832755518152103	R0563
NbD027112.1	Nb	35S	GFP	2 MaxLFQ Intensity	-0.4303151755553532	R0563
NbD027112.1	Nb	35S	GFP	3 MaxLFQ Intensity	-0.4360927364391945	R0563
NbD027112.1	Nb	35S	LST8	1 MaxLFQ Intensity	-0.4312742581802149	R0563
NbD027112.1	Nb	35S	LST8	2 MaxLFQ Intensity	-0.42801354512445383	R0563
NbD027112.1	Nb	35S	LST8	3 MaxLFQ Intensity	-0.3412519627165423	R0563
NbD027112.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-0.6108933755138152	R0563
NbD027112.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-0.6454913255850937	R0563
NbD027112.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-0.6248729021501384	R0563
NbD027122.1	Nb	35S	GFP	1 MaxLFQ Intensity	-0.06620643758329223	R0563
NbD027122.1	Nb	35S	GFP	2 MaxLFQ Intensity	-0.19739114727335472	R0563
NbD027122.1	Nb	35S	GFP	3 MaxLFQ Intensity	-0.20130024246867892	R0563
NbD027122.1	Nb	35S	LST8	1 MaxLFQ Intensity	-0.7024624682910499	R0563
NbD027122.1	Nb	35S	LST8	2 MaxLFQ Intensity	-0.5361275705597466	R0563
NbD027122.1	Nb	35S	LST8	3 MaxLFQ Intensity	-0.5968248467375666	R0563
NbD027122.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-0.45411221518978867	R0563
NbD027122.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-0.3847607177917295	R0563
NbD027122.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-0.2646806311709235	R0563
NbD027133.1	Nb	35S	GFP	1 MaxLFQ Intensity	-2.0743486709735715	R0563
NbD027133.1	Nb	35S	GFP	2 MaxLFQ Intensity	-2.1945219740103927	R0563
NbD027133.1	Nb	35S	GFP	3 MaxLFQ Intensity	-2.1526255766654496	R0563
NbD027133.1	Nb	35S	LST8	1 MaxLFQ Intensity	-2.381551369921775	R0563
NbD027133.1	Nb	35S	LST8	2 MaxLFQ Intensity	-2.3191572261542057	R0563
NbD027133.1	Nb	35S	LST8	3 MaxLFQ Intensity	-2.428810861837599	R0563
NbD027133.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-0.9683915652563078	R0563
NbD027133.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-0.7837331594729066	R0563
NbD027133.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-0.7700928026549265	R0563
NbD027183.1	Nb	35S	GFP	1 MaxLFQ Intensity	-0.3714005282929117	R0563
NbD027183.1	Nb	35S	GFP	2 MaxLFQ Intensity	-0.43079032570443165	R0563
NbD027183.1	Nb	35S	GFP	3 MaxLFQ Intensity	-0.3607667042628583	R0563
NbD027183.1	Nb	35S	LST8	1 MaxLFQ Intensity	-0.5535035461019137	R0563
NbD027183.1	Nb	35S	LST8	2 MaxLFQ Intensity	-0.5298798694725227	R0563
NbD027183.1	Nb	35S	LST8	3 MaxLFQ Intensity	-0.7197019202753339	R0563
NbD027183.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-0.4784526766712624	R0563
NbD027183.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-0.46110804347024636	R0563
NbD027183.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-0.5911279071035677	R0563
NbD027186.1	Nb	35S	GFP	1 MaxLFQ Intensity	-1.3611531028402883	R0563
NbD027186.1	Nb	35S	GFP	2 MaxLFQ Intensity	-1.3058318375178353	R0563
NbD027186.1	Nb	35S	GFP	3 MaxLFQ Intensity	-1.457651678304405	R0563
NbD027186.1	Nb	35S	LST8	1 MaxLFQ Intensity	-0.7595999252484238	R0563
NbD027186.1	Nb	35S	LST8	2 MaxLFQ Intensity	-0.7238929942055307	R0563
NbD027186.1	Nb	35S	LST8	3 MaxLFQ Intensity	-0.7723221798969341	R0563
NbD027186.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-1.357720458259653	R0563
NbD027186.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-1.4198734231969017	R0563
NbD027186.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-1.536557312809841	R0563
NbD027213.1	Nb	35S	GFP	1 MaxLFQ Intensity	-2.000757384105282	R0563
NbD027213.1	Nb	35S	GFP	2 MaxLFQ Intensity	-2.0465805675422053	R0563
NbD027213.1	Nb	35S	GFP	3 MaxLFQ Intensity	-1.98437714055013	R0563
NbD027213.1	Nb	35S	LST8	1 MaxLFQ Intensity	-2.7692951017084892	R0563
NbD027213.1	Nb	35S	LST8	2 MaxLFQ Intensity	-2.6999107507377156	R0563
NbD027213.1	Nb	35S	LST8	3 MaxLFQ Intensity	-2.607509739846307	R0563
NbD027213.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-1.162964182033192	R0563
NbD027213.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-1.0915813741635585	R0563
NbD027213.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-0.9638671361198069	R0563
NbD027297.1	Nb	35S	GFP	1 MaxLFQ Intensity	-0.7074558333129595	R0563
NbD027297.1	Nb	35S	GFP	2 MaxLFQ Intensity	-0.4348328227461309	R0563
NbD027297.1	Nb	35S	GFP	3 MaxLFQ Intensity	-0.8004245188886081	R0563
NbD027297.1	Nb	35S	LST8	1 MaxLFQ Intensity	-0.08759675070858464	R0563
NbD027297.1	Nb	35S	LST8	2 MaxLFQ Intensity	-0.2258166850330028	R0563
NbD027297.1	Nb	35S	LST8	3 MaxLFQ Intensity	-0.08652463694078882	R0563
NbD027297.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-3.3261640705792286	R0563
NbD027297.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-3.3130134329135124	R0563
NbD027297.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-3.2561770911869297	R0563
NbD027300.1	Nb	35S	GFP	1 MaxLFQ Intensity	-0.9746910357650072	R0563
NbD027300.1	Nb	35S	GFP	2 MaxLFQ Intensity	-1.0925525813568744	R0563
NbD027300.1	Nb	35S	GFP	3 MaxLFQ Intensity	-1.0315977757601567	R0563
NbD027300.1	Nb	35S	LST8	1 MaxLFQ Intensity	-0.1506805728085884	R0563
NbD027300.1	Nb	35S	LST8	2 MaxLFQ Intensity	-0.04020248628120578	R0563
NbD027300.1	Nb	35S	LST8	3 MaxLFQ Intensity	-0.4638354588331695	R0563
NbD027300.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-0.5214623051985795	R0563
NbD027300.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-0.59668895049576	R0563
NbD027300.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-0.6180468081736993	R0563
NbD027318.1	Nb	35S	GFP	1 MaxLFQ Intensity	-3.3338304350674357	R0563
NbD027318.1	Nb	35S	GFP	2 MaxLFQ Intensity	-3.2881648765650993	R0563
NbD027318.1	Nb	35S	GFP	3 MaxLFQ Intensity	-3.278263590051475	R0563
NbD027318.1	Nb	35S	LST8	1 MaxLFQ Intensity	-1.4826426789928	R0563
NbD027318.1	Nb	35S	LST8	2 MaxLFQ Intensity	-1.3455807119490544	R0563
NbD027318.1	Nb	35S	LST8	3 MaxLFQ Intensity	-1.2286666290259485	R0563
NbD027318.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-3.2590406428713403	R0563
NbD027318.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-3.2862090116911284	R0563
NbD027318.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-3.2722230332575775	R0563
