protein	species	construct	bait	replicate	intensity	batch
NbD013568.1	Nb	35S	GFP	1 MaxLFQ Intensity	-3.2145297996460496	R0563
NbD013568.1	Nb	35S	GFP	2 MaxLFQ Intensity	-3.319088939524854	R0563
NbD013568.1	Nb	35S	GFP	3 MaxLFQ Intensity	-3.199611903260666	R0563
NbD013568.1	Nb	35S	LST8	1 MaxLFQ Intensity	-3.3706878896233157	R0563
NbD013568.1	Nb	35S	LST8	2 MaxLFQ Intensity	-3.328311031646936	R0563
NbD013568.1	Nb	35S	LST8	3 MaxLFQ Intensity	-3.308865908890682	R0563
NbD013568.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-1.6445889919627898	R0563
NbD013568.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-2.2056472009207404	R0563
NbD013568.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-2.404532094030527	R0563
NbD013590.1	Nb	35S	GFP	1 MaxLFQ Intensity	-2.2893670592354396	R0563
NbD013590.1	Nb	35S	GFP	2 MaxLFQ Intensity	-1.6575337855935641	R0563
NbD013590.1	Nb	35S	GFP	3 MaxLFQ Intensity	-1.5707975826739622	R0563
NbD013590.1	Nb	35S	LST8	1 MaxLFQ Intensity	-3.2765548884932287	R0563
NbD013590.1	Nb	35S	LST8	2 MaxLFQ Intensity	-3.3029351875157675	R0563
NbD013590.1	Nb	35S	LST8	3 MaxLFQ Intensity	-3.2647093617716263	R0563
NbD013590.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-3.2589515936675526	R0563
NbD013590.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-3.28310620452907	R0563
NbD013590.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-3.302695324388522	R0563
NbD013600.1	Nb	35S	GFP	1 MaxLFQ Intensity	-2.214234003962314	R0563
NbD013600.1	Nb	35S	GFP	2 MaxLFQ Intensity	-2.2874468053701285	R0563
NbD013600.1	Nb	35S	GFP	3 MaxLFQ Intensity	-2.2333111710321814	R0563
NbD013600.1	Nb	35S	LST8	1 MaxLFQ Intensity	-1.8177332485883153	R0563
NbD013600.1	Nb	35S	LST8	2 MaxLFQ Intensity	-1.5306791232838908	R0563
NbD013600.1	Nb	35S	LST8	3 MaxLFQ Intensity	-1.8635204018097724	R0563
NbD013600.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-1.5955697208681008	R0563
NbD013600.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-1.6110834783250345	R0563
NbD013600.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-1.5809794044227419	R0563
NbD013612.1	Nb	35S	GFP	1 MaxLFQ Intensity	-0.8182093329412279	R0563
NbD013612.1	Nb	35S	GFP	2 MaxLFQ Intensity	-0.7508288599543218	R0563
NbD013612.1	Nb	35S	GFP	3 MaxLFQ Intensity	-0.6779221252752619	R0563
NbD013612.1	Nb	35S	LST8	1 MaxLFQ Intensity	-2.0766316794320847	R0563
NbD013612.1	Nb	35S	LST8	2 MaxLFQ Intensity	-2.0298925224318802	R0563
NbD013612.1	Nb	35S	LST8	3 MaxLFQ Intensity	-2.0177055333721907	R0563
NbD013612.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-1.1691035175458246	R0563
NbD013612.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-1.251677547367113	R0563
NbD013612.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-1.2786914310860706	R0563
NbD013687.1	Nb	35S	GFP	1 MaxLFQ Intensity	0.6518074460876981	R0563
NbD013687.1	Nb	35S	GFP	2 MaxLFQ Intensity	0.4894302179695895	R0563
NbD013687.1	Nb	35S	GFP	3 MaxLFQ Intensity	0.4472254466071881	R0563
NbD013687.1	Nb	35S	LST8	1 MaxLFQ Intensity	0.6976292248434426	R0563
NbD013687.1	Nb	35S	LST8	2 MaxLFQ Intensity	0.7259575926632671	R0563
NbD013687.1	Nb	35S	LST8	3 MaxLFQ Intensity	0.7645794939040975	R0563
NbD013687.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	0.5922421325904637	R0563
NbD013687.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	0.6494160805450946	R0563
NbD013687.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	0.807875345987064	R0563
NbD013720.1	Nb	35S	GFP	1 MaxLFQ Intensity	-2.7765957992311936	R0563
NbD013720.1	Nb	35S	GFP	2 MaxLFQ Intensity	-3.2505182335767913	R0563
NbD013720.1	Nb	35S	GFP	3 MaxLFQ Intensity	-3.289773241722601	R0563
NbD013720.1	Nb	35S	LST8	1 MaxLFQ Intensity	-1.4964331295556872	R0563
NbD013720.1	Nb	35S	LST8	2 MaxLFQ Intensity	-1.0598674277816664	R0563
NbD013720.1	Nb	35S	LST8	3 MaxLFQ Intensity	-1.0548784992190041	R0563
NbD013720.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-1.2672536396875917	R0563
NbD013720.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-1.0254751649307987	R0563
NbD013720.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-1.2825825394588795	R0563
NbD013735.1	Nb	35S	GFP	1 MaxLFQ Intensity	-0.2993151715665512	R0563
NbD013735.1	Nb	35S	GFP	2 MaxLFQ Intensity	-0.5908213710156787	R0563
NbD013735.1	Nb	35S	GFP	3 MaxLFQ Intensity	-0.7315117473035979	R0563
NbD013735.1	Nb	35S	LST8	1 MaxLFQ Intensity	-3.2477217831012624	R0563
NbD013735.1	Nb	35S	LST8	2 MaxLFQ Intensity	-3.276216824552785	R0563
NbD013735.1	Nb	35S	LST8	3 MaxLFQ Intensity	-3.2917013459003828	R0563
NbD013735.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-3.304594742057426	R0563
NbD013735.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-3.3188882695518815	R0563
NbD013735.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-3.2304810939460387	R0563
NbD013742.1	Nb	35S	GFP	1 MaxLFQ Intensity	-3.298015615856296	R0563
NbD013742.1	Nb	35S	GFP	2 MaxLFQ Intensity	-3.2220390739958127	R0563
NbD013742.1	Nb	35S	GFP	3 MaxLFQ Intensity	-3.330138575652952	R0563
NbD013742.1	Nb	35S	LST8	1 MaxLFQ Intensity	-0.8601165595436822	R0563
NbD013742.1	Nb	35S	LST8	2 MaxLFQ Intensity	-1.4225633478026367	R0563
NbD013742.1	Nb	35S	LST8	3 MaxLFQ Intensity	-1.1118741130051824	R0563
NbD013742.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-3.189992226496049	R0563
NbD013742.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-3.240128383936608	R0563
NbD013742.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-3.2401397642561296	R0563
NbD013749.1	Nb	35S	GFP	1 MaxLFQ Intensity	-3.248200394273809	R0563
NbD013749.1	Nb	35S	GFP	2 MaxLFQ Intensity	-3.341969764860566	R0563
NbD013749.1	Nb	35S	GFP	3 MaxLFQ Intensity	-3.216341722639934	R0563
NbD013749.1	Nb	35S	LST8	1 MaxLFQ Intensity	-3.2984263947638577	R0563
NbD013749.1	Nb	35S	LST8	2 MaxLFQ Intensity	-3.255960299782408	R0563
NbD013749.1	Nb	35S	LST8	3 MaxLFQ Intensity	-3.2924007145239327	R0563
NbD013749.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-2.117011409235852	R0563
NbD013749.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-2.1372185937866153	R0563
NbD013749.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-2.247907484623708	R0563
NbD013752.1	Nb	35S	GFP	1 MaxLFQ Intensity	-3.3052321050964104	R0563
NbD013752.1	Nb	35S	GFP	2 MaxLFQ Intensity	-3.3292682340378597	R0563
NbD013752.1	Nb	35S	GFP	3 MaxLFQ Intensity	-3.303965033780895	R0563
NbD013752.1	Nb	35S	LST8	1 MaxLFQ Intensity	-3.2805636862983767	R0563
NbD013752.1	Nb	35S	LST8	2 MaxLFQ Intensity	-3.2705073283958455	R0563
NbD013752.1	Nb	35S	LST8	3 MaxLFQ Intensity	-3.259834287390244	R0563
NbD013752.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-0.2741461511082477	R0563
NbD013752.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-0.5539718023241686	R0563
NbD013752.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-0.5816703924403771	R0563
NbD013775.1	Nb	35S	GFP	1 MaxLFQ Intensity	-3.2962811566223333	R0563
NbD013775.1	Nb	35S	GFP	2 MaxLFQ Intensity	-3.328514270654056	R0563
NbD013775.1	Nb	35S	GFP	3 MaxLFQ Intensity	-3.3096503440965344	R0563
NbD013775.1	Nb	35S	LST8	1 MaxLFQ Intensity	-0.7111571632858649	R0563
NbD013775.1	Nb	35S	LST8	2 MaxLFQ Intensity	-0.5898991509919416	R0563
NbD013775.1	Nb	35S	LST8	3 MaxLFQ Intensity	-0.910328925345544	R0563
NbD013775.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-3.2294080160283314	R0563
NbD013775.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-3.3007248514482477	R0563
NbD013775.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-3.3273513108790267	R0563
NbD013812.1	Nb	35S	GFP	1 MaxLFQ Intensity	-3.230860661418661	R0563
NbD013812.1	Nb	35S	GFP	2 MaxLFQ Intensity	-3.326557346425415	R0563
NbD013812.1	Nb	35S	GFP	3 MaxLFQ Intensity	-3.2604002390418936	R0563
NbD013812.1	Nb	35S	LST8	1 MaxLFQ Intensity	-0.1341737874811635	R0563
NbD013812.1	Nb	35S	LST8	2 MaxLFQ Intensity	-0.16922055514346646	R0563
NbD013812.1	Nb	35S	LST8	3 MaxLFQ Intensity	0.19801094598837565	R0563
NbD013812.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-3.2743912488712708	R0563
NbD013812.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-3.2797030667133904	R0563
NbD013812.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-3.297346001087398	R0563
NbD013853.1	Nb	35S	GFP	1 MaxLFQ Intensity	-0.43538992327429793	R0563
NbD013853.1	Nb	35S	GFP	2 MaxLFQ Intensity	-0.321155754239342	R0563
NbD013853.1	Nb	35S	GFP	3 MaxLFQ Intensity	-0.3117308313023044	R0563
NbD013853.1	Nb	35S	LST8	1 MaxLFQ Intensity	0.35979411322986093	R0563
NbD013853.1	Nb	35S	LST8	2 MaxLFQ Intensity	0.3050219112879434	R0563
NbD013853.1	Nb	35S	LST8	3 MaxLFQ Intensity	0.30694767332547485	R0563
NbD013853.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-0.24683374860935955	R0563
NbD013853.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-0.23101112874937996	R0563
NbD013853.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-0.3288079036039345	R0563
NbD013855.1	Nb	35S	GFP	1 MaxLFQ Intensity	-1.0313167828079646	R0563
NbD013855.1	Nb	35S	GFP	2 MaxLFQ Intensity	-1.1186290468041538	R0563
NbD013855.1	Nb	35S	GFP	3 MaxLFQ Intensity	-1.904449648770008	R0563
NbD013855.1	Nb	35S	LST8	1 MaxLFQ Intensity	-1.7011930088345135	R0563
NbD013855.1	Nb	35S	LST8	2 MaxLFQ Intensity	-1.3125571376505896	R0563
NbD013855.1	Nb	35S	LST8	3 MaxLFQ Intensity	-1.344282498763521	R0563
NbD013855.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-3.28332641430049	R0563
NbD013855.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-3.3713963052709093	R0563
NbD013855.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-3.322823054406034	R0563
NbD013858.1	Nb	35S	GFP	1 MaxLFQ Intensity	-1.1846399621660835	R0563
NbD013858.1	Nb	35S	GFP	2 MaxLFQ Intensity	-1.2736730774377247	R0563
NbD013858.1	Nb	35S	GFP	3 MaxLFQ Intensity	-1.3166430255820802	R0563
NbD013858.1	Nb	35S	LST8	1 MaxLFQ Intensity	-0.6675401320205397	R0563
NbD013858.1	Nb	35S	LST8	2 MaxLFQ Intensity	-0.710245722878414	R0563
NbD013858.1	Nb	35S	LST8	3 MaxLFQ Intensity	-0.7362529872227149	R0563
NbD013858.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-1.0720593719308875	R0563
NbD013858.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-1.0822234998566258	R0563
NbD013858.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-1.1942685131571937	R0563
NbD013865.1	Nb	35S	GFP	1 MaxLFQ Intensity	-1.9350868036970565	R0563
NbD013865.1	Nb	35S	GFP	2 MaxLFQ Intensity	-1.8836673013107075	R0563
NbD013865.1	Nb	35S	GFP	3 MaxLFQ Intensity	-1.930362182793551	R0563
NbD013865.1	Nb	35S	LST8	1 MaxLFQ Intensity	-1.39362090423742	R0563
NbD013865.1	Nb	35S	LST8	2 MaxLFQ Intensity	-1.68808845708245	R0563
NbD013865.1	Nb	35S	LST8	3 MaxLFQ Intensity	-1.6428398962657893	R0563
NbD013865.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-2.0263212113686904	R0563
NbD013865.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-2.0355819144860248	R0563
NbD013865.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-1.9464567492440215	R0563
NbD013867.1	Nb	35S	GFP	1 MaxLFQ Intensity	-1.4940059887285473	R0563
NbD013867.1	Nb	35S	GFP	2 MaxLFQ Intensity	-1.4972864816455456	R0563
NbD013867.1	Nb	35S	GFP	3 MaxLFQ Intensity	-1.5577370531846222	R0563
NbD013867.1	Nb	35S	LST8	1 MaxLFQ Intensity	-1.7767559220371185	R0563
NbD013867.1	Nb	35S	LST8	2 MaxLFQ Intensity	-1.6827384435868182	R0563
NbD013867.1	Nb	35S	LST8	3 MaxLFQ Intensity	-1.6805490281348363	R0563
NbD013867.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-0.23542167097204253	R0563
NbD013867.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-0.39153947875410033	R0563
NbD013867.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-0.10466690015813226	R0563
NbD013871.1	Nb	35S	GFP	1 MaxLFQ Intensity	-1.0258563391126303	R0563
NbD013871.1	Nb	35S	GFP	2 MaxLFQ Intensity	-1.332591697931182	R0563
NbD013871.1	Nb	35S	GFP	3 MaxLFQ Intensity	-1.510001645809936	R0563
NbD013871.1	Nb	35S	LST8	1 MaxLFQ Intensity	-1.4604297203597696	R0563
NbD013871.1	Nb	35S	LST8	2 MaxLFQ Intensity	-1.3925881510878142	R0563
NbD013871.1	Nb	35S	LST8	3 MaxLFQ Intensity	-1.2833687060626726	R0563
NbD013871.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-1.3959338552234737	R0563
NbD013871.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-1.6970090994430542	R0563
NbD013871.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-1.4377251413193726	R0563
NbD013898.1	Nb	35S	GFP	1 MaxLFQ Intensity	-0.0557473617638101	R0563
NbD013898.1	Nb	35S	GFP	2 MaxLFQ Intensity	-0.09593231067694145	R0563
NbD013898.1	Nb	35S	GFP	3 MaxLFQ Intensity	0.09456070491532821	R0563
NbD013898.1	Nb	35S	LST8	1 MaxLFQ Intensity	-2.220713180286153	R0563
NbD013898.1	Nb	35S	LST8	2 MaxLFQ Intensity	-2.2261005484002987	R0563
NbD013898.1	Nb	35S	LST8	3 MaxLFQ Intensity	-2.3212060202838525	R0563
NbD013898.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-1.2147527086756322	R0563
NbD013898.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-1.259625504070125	R0563
NbD013898.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-1.260258652496949	R0563
NbD013903.1	Nb	35S	GFP	1 MaxLFQ Intensity	-0.7161523147437129	R0563
NbD013903.1	Nb	35S	GFP	2 MaxLFQ Intensity	-0.8289466742324603	R0563
NbD013903.1	Nb	35S	GFP	3 MaxLFQ Intensity	-0.8640965187825591	R0563
NbD013903.1	Nb	35S	LST8	1 MaxLFQ Intensity	-2.2496209726604133	R0563
NbD013903.1	Nb	35S	LST8	2 MaxLFQ Intensity	-2.0747214014704953	R0563
NbD013903.1	Nb	35S	LST8	3 MaxLFQ Intensity	-2.121432157722453	R0563
NbD013903.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-3.2739338448676163	R0563
NbD013903.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-3.260172601547171	R0563
NbD013903.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-3.2790859233654532	R0563
NbD013919.1	Nb	35S	GFP	1 MaxLFQ Intensity	0.15418585042551314	R0563
NbD013919.1	Nb	35S	GFP	2 MaxLFQ Intensity	0.2094291778951032	R0563
NbD013919.1	Nb	35S	GFP	3 MaxLFQ Intensity	-0.2794509861585812	R0563
NbD013919.1	Nb	35S	LST8	1 MaxLFQ Intensity	0.3665971723872321	R0563
NbD013919.1	Nb	35S	LST8	2 MaxLFQ Intensity	-1.464508832555465	R0563
NbD013919.1	Nb	35S	LST8	3 MaxLFQ Intensity	-0.1881384631183618	R0563
NbD013919.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-1.030918178115403	R0563
NbD013919.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-0.5676799380760666	R0563
NbD013919.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-1.0213491026424162	R0563
NbD013920.1	Nb	35S	GFP	1 MaxLFQ Intensity	-1.4981884280042248	R0563
NbD013920.1	Nb	35S	GFP	2 MaxLFQ Intensity	-1.51541702255704	R0563
NbD013920.1	Nb	35S	GFP	3 MaxLFQ Intensity	-1.7419599520688198	R0563
NbD013920.1	Nb	35S	LST8	1 MaxLFQ Intensity	-1.7041835486959016	R0563
NbD013920.1	Nb	35S	LST8	2 MaxLFQ Intensity	-1.9174011657870984	R0563
NbD013920.1	Nb	35S	LST8	3 MaxLFQ Intensity	-1.8260963483686652	R0563
NbD013920.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-3.260425459049287	R0563
NbD013920.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-3.2684171715209613	R0563
NbD013920.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-3.3132306013640784	R0563
NbD013921.1	Nb	35S	GFP	1 MaxLFQ Intensity	-0.4563235556203207	R0563
NbD013921.1	Nb	35S	GFP	2 MaxLFQ Intensity	-0.7344974918508964	R0563
NbD013921.1	Nb	35S	GFP	3 MaxLFQ Intensity	-0.6995214208103775	R0563
NbD013921.1	Nb	35S	LST8	1 MaxLFQ Intensity	-3.2348805111325136	R0563
NbD013921.1	Nb	35S	LST8	2 MaxLFQ Intensity	-3.343329562713573	R0563
NbD013921.1	Nb	35S	LST8	3 MaxLFQ Intensity	-3.282853936140389	R0563
NbD013921.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-3.2940245418187715	R0563
NbD013921.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-3.29139729190049	R0563
NbD013921.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-3.3016347397830925	R0563
NbD013923.1	Nb	35S	GFP	1 MaxLFQ Intensity	-1.1953280634845698	R0563
NbD013923.1	Nb	35S	GFP	2 MaxLFQ Intensity	-1.6860232196621954	R0563
NbD013923.1	Nb	35S	GFP	3 MaxLFQ Intensity	-1.6736769629946855	R0563
NbD013923.1	Nb	35S	LST8	1 MaxLFQ Intensity	-2.4251732118422655	R0563
NbD013923.1	Nb	35S	LST8	2 MaxLFQ Intensity	-2.135444052747205	R0563
NbD013923.1	Nb	35S	LST8	3 MaxLFQ Intensity	-2.1164348368899355	R0563
NbD013923.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-2.4135287944388493	R0563
NbD013923.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-2.3530222395273124	R0563
NbD013923.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-2.301929739131001	R0563
NbD013931.1	Nb	35S	GFP	1 MaxLFQ Intensity	-3.3192546055168073	R0563
NbD013931.1	Nb	35S	GFP	2 MaxLFQ Intensity	-3.2469092560571244	R0563
NbD013931.1	Nb	35S	GFP	3 MaxLFQ Intensity	-3.212146020631207	R0563
NbD013931.1	Nb	35S	LST8	1 MaxLFQ Intensity	-2.662562370142073	R0563
NbD013931.1	Nb	35S	LST8	2 MaxLFQ Intensity	-2.6213681102911384	R0563
NbD013931.1	Nb	35S	LST8	3 MaxLFQ Intensity	-1.9797820025719677	R0563
NbD013931.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-3.210595420100412	R0563
NbD013931.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-3.3133480750778475	R0563
NbD013931.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-3.32031847002618	R0563
NbD013933.1	Nb	35S	GFP	1 MaxLFQ Intensity	-0.7023492708846868	R0563
NbD013933.1	Nb	35S	GFP	2 MaxLFQ Intensity	-0.5985545939401814	R0563
NbD013933.1	Nb	35S	GFP	3 MaxLFQ Intensity	-0.9809532367402619	R0563
NbD013933.1	Nb	35S	LST8	1 MaxLFQ Intensity	-3.312193149987754	R0563
NbD013933.1	Nb	35S	LST8	2 MaxLFQ Intensity	-3.3130273801936565	R0563
NbD013933.1	Nb	35S	LST8	3 MaxLFQ Intensity	-3.3146009074830625	R0563
NbD013933.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-0.7973990514839766	R0563
NbD013933.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-1.1237500956938735	R0563
NbD013933.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-0.8527362977247551	R0563
NbD013934.1	Nb	35S	GFP	1 MaxLFQ Intensity	0.5656732859990192	R0563
NbD013934.1	Nb	35S	GFP	2 MaxLFQ Intensity	0.7108513894198032	R0563
NbD013934.1	Nb	35S	GFP	3 MaxLFQ Intensity	0.4528161959975546	R0563
NbD013934.1	Nb	35S	LST8	1 MaxLFQ Intensity	0.4843666633214511	R0563
NbD013934.1	Nb	35S	LST8	2 MaxLFQ Intensity	0.48207572504592894	R0563
NbD013934.1	Nb	35S	LST8	3 MaxLFQ Intensity	0.3104042394769491	R0563
NbD013934.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	0.6051890939525579	R0563
NbD013934.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	0.40553123652333506	R0563
NbD013934.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	0.527622533750236	R0563
NbD013954.1	Nb	35S	GFP	1 MaxLFQ Intensity	0.16060997526705856	R0563
NbD013954.1	Nb	35S	GFP	2 MaxLFQ Intensity	0.10429075986941856	R0563
NbD013954.1	Nb	35S	GFP	3 MaxLFQ Intensity	0.04571085927761866	R0563
NbD013954.1	Nb	35S	LST8	1 MaxLFQ Intensity	0.1306505278230452	R0563
NbD013954.1	Nb	35S	LST8	2 MaxLFQ Intensity	0.12651839714338398	R0563
NbD013954.1	Nb	35S	LST8	3 MaxLFQ Intensity	0.18991311698201171	R0563
NbD013954.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	0.11215481565639585	R0563
NbD013954.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	0.08888183747275562	R0563
NbD013954.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	0.04937526781410646	R0563
NbD013962.1	Nb	35S	GFP	1 MaxLFQ Intensity	0.2434818273098198	R0563
NbD013962.1	Nb	35S	GFP	2 MaxLFQ Intensity	0.22419774686579955	R0563
NbD013962.1	Nb	35S	GFP	3 MaxLFQ Intensity	0.17401313479981614	R0563
NbD013962.1	Nb	35S	LST8	1 MaxLFQ Intensity	0.01825224144067401	R0563
NbD013962.1	Nb	35S	LST8	2 MaxLFQ Intensity	-0.045731445827691175	R0563
NbD013962.1	Nb	35S	LST8	3 MaxLFQ Intensity	0.052413116886723	R0563
NbD013962.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	0.10552074601443642	R0563
NbD013962.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	0.07220562970870681	R0563
NbD013962.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-0.1947828425329155	R0563
NbD013967.1	Nb	35S	GFP	1 MaxLFQ Intensity	-2.76859463865046	R0563
NbD013967.1	Nb	35S	GFP	2 MaxLFQ Intensity	-2.804444150560788	R0563
NbD013967.1	Nb	35S	GFP	3 MaxLFQ Intensity	-2.764770213434977	R0563
NbD013967.1	Nb	35S	LST8	1 MaxLFQ Intensity	0.7321262443560742	R0563
NbD013967.1	Nb	35S	LST8	2 MaxLFQ Intensity	0.747537807670479	R0563
NbD013967.1	Nb	35S	LST8	3 MaxLFQ Intensity	0.7237779152260412	R0563
NbD013967.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-2.7903316038016492	R0563
NbD013967.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-2.8065798492332	R0563
NbD013967.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-2.813001340441021	R0563
NbD013971.1	Nb	35S	GFP	1 MaxLFQ Intensity	-3.266487144286427	R0563
NbD013971.1	Nb	35S	GFP	2 MaxLFQ Intensity	-3.3325059356755236	R0563
NbD013971.1	Nb	35S	GFP	3 MaxLFQ Intensity	-3.3057368823093807	R0563
NbD013971.1	Nb	35S	LST8	1 MaxLFQ Intensity	-3.2476028075338963	R0563
NbD013971.1	Nb	35S	LST8	2 MaxLFQ Intensity	-3.232055194608609	R0563
NbD013971.1	Nb	35S	LST8	3 MaxLFQ Intensity	-3.1799745787994933	R0563
NbD013971.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-1.039248293265473	R0563
NbD013971.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-1.0119043800901828	R0563
NbD013971.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-0.6717204565144659	R0563
NbD013978.1	Nb	35S	GFP	1 MaxLFQ Intensity	-0.0030999159179021414	R0563
NbD013978.1	Nb	35S	GFP	2 MaxLFQ Intensity	0.008951558401238019	R0563
NbD013978.1	Nb	35S	GFP	3 MaxLFQ Intensity	-0.1132063954861051	R0563
NbD013978.1	Nb	35S	LST8	1 MaxLFQ Intensity	-0.12205537179390612	R0563
NbD013978.1	Nb	35S	LST8	2 MaxLFQ Intensity	-0.30187708852519185	R0563
NbD013978.1	Nb	35S	LST8	3 MaxLFQ Intensity	-0.06171631112713067	R0563
NbD013978.1	Nb	35S	RAPTOR	1 MaxLFQ Intensity	-0.36965124771432484	R0563
NbD013978.1	Nb	35S	RAPTOR	2 MaxLFQ Intensity	-0.1780901615268712	R0563
NbD013978.1	Nb	35S	RAPTOR	3 MaxLFQ Intensity	-0.4164810055952151	R0563
NbD013985.1	Nb	35S	GFP	1 MaxLFQ Intensity	-1.517538532754514	R0563
NbD013985.1	Nb	35S	GFP	2 MaxLFQ Intensity	-1.5988494464596135	R0563
NbD013985.1	Nb	35S	GFP	3 MaxLFQ Intensity	-1.4639310950385598	R0563
NbD013985.1	Nb	35S	LST8	1 MaxLFQ Intensity	-0.9979431841651341	R0563
NbD013985.1	Nb	35S	LST8	2 MaxLFQ Intensity	-1.2300772268669231	R0563
