protein	logFC	se	df	t	pval	adjPval	group1	group2	batch
FLAG-PUP	0.30681824988792405	0.08193667589369436	7.805123545584	3.7445777063984607	0.005925636838027114	0.008896419822683181	Nb_35S_LST8	Nb_35S_GFP	R0563
GFP	-3.3613418313094305	0.04466090215444496	8.300031162475726	-75.26363483848449	4.628572772423519e-13	1.0890433548106651e-10	Nb_35S_LST8	Nb_35S_GFP	R0563
LST8	3.876456775339893	0.07926249387167583	7.418377192176873	48.90657088856916	1.3915890821829863e-10	2.558691365923285e-9	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000053.1	-0.32785981916899	0.09820890157029011	8.438185626592094	-3.3383920798089166	0.00950561832253009	0.01378484344857658	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000081.1	0.42409486953223097	0.06592623800318374	8.366957559675292	6.432869254753325	1.661988160564055e-4	3.224386930699174e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000089.1	0.09243872179300551	0.11588885635947924	8.535572906018508	0.7976497887447174	0.44669489244194616	0.5036166488596052	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000166.1	0.06392556665853852	0.07742067438385303	9.118877439855702	0.8256911628229233	0.43005101147097347	0.48681730915943994	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000167.1	-1.3795996717779024	0.08097288720767779	8.2869229590905	-17.03779770430478	9.652378634165381e-8	4.373917620431128e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000181.1	-0.17087552778503187	0.059041853707117294	7.8099297973995645	-2.8941423254201353	0.020589750502572342	0.028411057827514893	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000217.1	0.2111204599687788	0.13468142405757377	7.232258468399375	1.5675544080862167	0.15960072331465502	0.1947817622971534	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000226.1	-0.9715074009855116	0.07244759544486797	8.962755334686491	-13.409794970004503	3.097507840443269e-7	1.1659363968913669e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000253.1	-0.039644528304001156	0.09522229837829603	8.460891665729335	-0.41633660370707154	0.6875253944483728	0.7327918564874355	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000267.1	0.42614312087731665	0.08829019123636478	7.652022369160738	4.826619071834083	0.0014854004787612641	0.0024319418611598856	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000296.1	1.0608481137222314	0.0773170662330907	8.306834236235378	13.72074970516926	5.36561696039485e-7	1.8919710268574036e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000310.1	2.3741502172927067	0.0785851829159447	8.312548500261396	30.21116868598646	8.569717838080252e-10	9.742875140087166e-9	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000317.1	1.5256034891173564	0.05248812325519387	7.287013169781499	29.06568942653885	8.36979210519851e-9	5.898459168143051e-8	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000350.1	1.1048129417885733	0.045831424614561064	8.361979096925246	24.106013528489882	5.049530615677996e-9	3.951191381935076e-8	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000370.1	2.5102118885359026	0.06657153204039482	7.686458861503187	37.70698692967943	5.295027530030876e-10	6.87737878028429e-9	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000403.1	0.4735941739260596	0.09626633738070778	8.69476696896908	4.919623897740292	9.129191461257185e-4	0.001548565962372707	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000409.1	2.274932385227478	0.08548091062176452	8.294387181437884	26.613338214114105	2.515388957243905e-9	2.2299122740011445e-8	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000417.1	1.2284475610167949	0.10867924168935342	7.667436057006799	11.303424112289676	4.726415756516847e-6	1.2759894622427353e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000443.1	-0.4752618901254386	0.08680704504551631	8.74539048465655	-5.4749230304549625	4.341138456829664e-4	7.811601540521521e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000462.1	2.476881475345356	0.08825917372937245	7.623412584212207	28.06372834330145	5.6892806376242405e-9	4.348284729236183e-8	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000463.1	0.25089773796824094	0.07929639977759645	7.7355710835938645	3.164049549184286	0.013901600158401787	0.01971194843152624	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000472.1	0.008025820314961145	0.06785497809617234	6.929163935897602	0.11827902005341413	0.9092022722963655	0.9259894580852887	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000498.1	0.25916656977608243	0.061916600831442486	7.604442686616784	4.185736398572973	0.003418764072992003	0.005301758106843911	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000510.1	-0.6256524906305853	0.07884309224869841	8.299049131463189	-7.93541289143075	3.7643528199417295e-5	8.293455818293712e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000516.1	0.32755570386451405	0.051332161457778434	8.802844642628148	6.381100942611468	1.4114009780823975e-4	2.7704935269898576e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000520.1	-0.35610199953768845	0.06354524995965195	7.600722398396561	-5.60391216910462	6.090397970633564e-4	0.0010683901897444352	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000535.1	0.19706048287837116	0.07668411685398525	9.088918739559247	2.56976921640234	0.029972234985270817	0.040311844044006624	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000537.1	0.3521661236879737	0.0857140416008933	8.23265607065035	4.108616477656602	0.0031950699834598327	0.004975800866538352	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000553.1	0.4797857081543367	0.08321706760670512	6.416304402063804	5.765472419935144	9.385507170133532e-4	0.0015902330692512939	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000560.1	0.5058314588797886	0.09015426360513226	8.300511159693482	5.610732522815403	4.4160186854252476e-4	7.936754419340308e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000582.1	0.45671547107820193	0.04953718128005189	7.320339029003113	9.21964995335971	2.7533431584572166e-5	6.250984365846974e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000586.1	-0.0246725945982265	0.12852031609935574	8.76987725600636	-0.1919742757180332	0.8521336675264322	0.8768616366900274	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000606.1	-0.19178076490681656	0.09978668561887848	8.784602055828124	-1.9219073538457507	0.08758680474748158	0.11089199308918893	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000630.1	-1.069315024272233	0.08321861039209663	7.557273614060486	-12.849469838945868	2.0966169813505476e-6	6.240962473467187e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000633.1	-0.03652366993389344	0.1929550030555733	8.001269605942888	-0.18928594416064037	0.8545821375766336	0.8787355799304979	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000675.1	5.255262673913873	0.1054850135967966	7.80178906194752	49.81999333100969	4.728892629533166e-11	1.2073538439288107e-9	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000691.1	-0.9815389684388169	0.07521088643403294	6.379384283492178	-13.050490626775414	7.721548629464629e-6	1.980475274193339e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000692.1	-0.5003327729454975	0.1310956220327258	7.7712378366409816	-3.816548296483905	0.005399745935211548	0.008167252822791198	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000717.1	0.5461459522203004	0.07622784051029129	7.657969138669683	7.16465202955037	1.1868489183944008e-4	2.3747608452244438e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000719.1	0.029371319667438136	0.04296581758248571	9.118877439855702	0.6835973646038767	0.5112242528086403	0.5693295018816064	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000733.1	-0.057142646327333305	0.06680180831719082	6.108517225751229	-0.8554056808762792	0.4246021209833536	0.4812588220582506	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000736.1	2.699450762516432	0.2537130654243318	8.397041933879628	10.639778278669391	3.6792331456501005e-6	1.022314284500289e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000753.1	-1.8464095186665899	0.16809935962372163	7.934966184036996	-10.984036600732122	4.469715907088022e-6	1.2125495247643766e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000762.1	-1.3417966527444003	0.06493818496097283	8.397367160136657	-20.662675643780407	1.701938134323008e-8	1.0287989562999274e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000767.1	0.5904663776255962	0.050513486017315645	8.880843570717694	11.689281896386813	1.0811077256251208e-6	3.5130104131585744e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000769.1	-0.3203660488372536	0.06625025248486058	8.737782815584684	-4.835695515431632	0.0010080036227512997	0.00170081578038248	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000771.1	1.1726215191436282	0.062299949291076295	7.992967058508951	18.82219058742624	6.628926965260149e-8	3.1643211197417033e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000775.1	0.33339880406974565	0.0653308066129549	9.118877439855702	5.10324028363724	6.165449728596537e-4	0.0010802835053870326	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000786.1	0.053769275920503	0.4747875672793913	8.948070809885785	0.11324912366305113	0.9123331497904836	0.927697886496104	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000797.1	-1.760211547931105	0.10832964062157255	7.4039814754577735	-16.248660457390827	4.642164673848621e-7	1.6659591777313766e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000798.1	1.944624032210338	0.07123507256866754	6.399438969302046	27.298688161450308	7.251500332564562e-8	3.4104951037787857e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000808.1	0.8962224517262536	0.07155009723190502	7.725224681571903	12.525803407666336	2.0915199358651563e-6	6.229940715630346e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000821.1	0.22512298853644633	0.048307091990698686	8.15630739489648	4.660247165774184	0.0015412812963078813	0.002515136899891751	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000822.1	0.10037901399484707	0.06155634293274747	8.471815288734817	1.630685144900742	0.13949658404642276	0.17179458035265074	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000842.1	0.18544128905740115	0.15182138097118586	8.772385823717094	1.2214438300531334	0.25372619461665175	0.30006581195002646	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000855.1	3.780851188607177	0.049606369658432264	7.949184500383056	76.21705064572276	1.1315347319765687e-12	1.3664046439111647e-10	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000867.1	2.8809227167834504	0.05168638653291729	8.689793997348367	55.73852052800575	2.0958438958571833e-12	1.836123632684293e-10	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000868.1	-1.5360328514864436	0.08325645127284956	6.957907093293838	-18.449415366654637	3.6336025139486437e-7	1.339516174284038e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000885.1	-0.6428803303684182	0.04569321318074708	8.306464517227734	-14.069492723687398	4.391729072645447e-7	1.5914229924233461e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000886.1	0.6666743262677538	0.09692915373581937	8.115831993893732	6.877954676925956	1.1897640289421833e-4	2.3795280578843667e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000898.1	-2.362078626215604	0.0635626725620687	7.964637648979615	-37.161411422860546	3.2533203790696834e-10	4.781524820290574e-9	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000919.1	-0.1726393589670054	0.06017534054647915	8.346148528232934	-2.868938628334967	0.019972623281955374	0.027619214120636525	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000945.1	-0.06386429816103482	0.10674207526799305	7.054816088987127	-0.5983048202940902	0.5683399105845064	0.6220829790523211	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000955.1	0.00456682475605246	0.13970668096063207	8.554195060643412	0.03268866402559048	0.9746728181195252	0.9793747084812884	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000959.1	-0.08771708216691165	0.09714468358747803	6.7577268326566875	-0.9029529864897146	0.39759334867545754	0.4539859652138881	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000964.1	-0.12240851826237337	0.07123741471577422	8.791417215053343	-1.7183178074437933	0.12065987801283574	0.14996059386963842	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD000971.1	2.0487303787676368	0.06305323502593374	5.993202931771602	32.492074005798365	5.7355523912603724e-8	2.831651722005673e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001003.1	2.218571731403889	0.16173318235055428	5.659714005864473	13.71748022984651	1.4737729865606303e-5	3.534523727296241e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001004.1	-0.2614710691686038	0.10602890583071532	8.504520154821734	-2.4660357203540877	0.037261995689228104	0.04941087520336164	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001012.1	0.8551917422554112	0.07293980032500706	7.419666848205961	11.724624120779403	4.7102066670696955e-6	1.27315205011902e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001018.1	-2.6365505244770193	0.0450473243209827	9.118877439855702	-58.52846010765026	4.631115430036401e-13	1.0890433548106651e-10	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001029.1	0.6482578852601517	0.09916649931064532	9.089719895585372	6.537065337251071	1.0205004298294054e-4	2.0669065822655411e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001036.1	2.2787726499489724	0.05983264444944986	8.224918323303282	38.08577526393997	1.5271814232856422e-10	2.740339999694879e-9	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001051.1	1.1247645023290815	0.06684659034401522	8.72264443333518	16.82605644567153	5.966650408341267e-8	2.916738952348882e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001074.1	1.6347744627600724	0.13542515033874444	7.55633077479771	12.071424389568293	3.299352821596111e-6	9.28891519022774e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001085.1	-2.9172893542900584	0.060701856045316735	9.118877439855702	-48.05931061007702	2.778793386627221e-12	2.17818400902639e-10	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001101.1	1.0692504263607137	0.0705503309601564	8.104681928986176	15.155852733909605	3.1152038719781316e-7	1.1716103451177012e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001120.1	0.019062671471358705	0.07554758703137429	7.520511097578793	0.25232667541641185	0.8075469924379082	0.8401523789107614	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001126.1	0.5161339627990785	0.06286388121289523	8.512517007336875	8.210341977631574	2.5127203533265757e-5	5.7573510454682774e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001150.1	0.5641927209667655	0.08033320148682668	8.88512534680098	7.023157430857325	6.573719584946269e-5	1.3795856789826176e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001180.1	-0.43468192803916106	0.08141206083131197	8.259759929530816	-5.339281718219048	6.248025687181964e-4	0.0010938941524423595	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001187.1	0.5537972990695615	0.07032173266928825	8.07551107372593	7.875194168977332	4.640537360206154e-5	1.0001891425663819e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001212.1	2.0748582110958296	0.0746225131229753	7.514749380539396	27.804721715503412	7.488576544573599e-9	5.4053247174725106e-8	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001214.1	1.151469523292913	0.13430276511687914	5.9522485323698255	8.573684408439604	1.4436897714417574e-4	2.825407752431788e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001220.1	-0.5817988647375096	0.04822163896651234	8.493811739136977	-12.065099345576819	1.2287250551927577e-6	3.938266532712512e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001230.1	1.1563711507721635	0.09615608206683295	9.118877439855702	12.02598032195646	6.716799797136458e-7	2.3031973517732687e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001234.1	-0.03936638520820602	0.08386088676967923	6.008096202646226	-0.46942486210912976	0.6553179517415636	0.7029917427085969	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001243.1	0.005115561178180012	0.057382273348544045	7.207822457919576	0.08914880641113199	0.9313903667193882	0.9427848116226158	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001253.1	0.7997193101042405	0.08199396621865103	6.930614745632739	9.7533921943921	2.6913197441846155e-5	6.122615385446468e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001255.1	-0.012753201809950624	0.050276603509543445	8.400170568849717	-0.25366076703112667	0.8058563631598756	0.838901731267084	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001256.1	2.059005438296217	0.046077120157384716	8.529449329744413	44.686070467583754	2.0497261654488548e-11	6.885846997913897e-10	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001259.1	2.473259199338123	0.052914607077864134	8.546624824428008	46.7405757298492	1.3440307941577591e-11	5.547454037765165e-10	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001268.1	3.1359073145248	0.09486294634472275	7.454068790953781	33.057241371454104	2.3340095274314554e-9	2.123280066409228e-8	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001272.1	-0.034780241429632666	0.105102604223413	6.2554149712022555	-0.3309170280471976	0.7515121872528099	0.7922974168583186	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001273.1	-1.1731774009237914	0.07374784375990731	8.463787433952316	-15.907955285352818	1.336002068148124e-7	5.690426349366843e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001276.1	0.838412340950384	0.061186109545721006	7.354344545988491	13.702658122492405	1.6792253449478324e-6	5.124848935264286e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001279.1	0.41128920676718467	0.06504318536760588	9.118877439855702	6.32332510227925	1.29543261473765e-4	2.5630450526518034e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001284.1	1.4553531080219988	0.057566449876259224	8.0681166081087	25.281272532009933	5.693255520597957e-9	4.348284729236183e-8	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001294.1	0.3773837553619541	0.08995404846299004	9.118877439855702	4.195294840089624	0.002256486515390429	0.003591728447012624	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001303.1	-0.06343744286445828	0.08176553374130345	8.681752351753264	-0.775845762410931	0.4584523859456472	0.5152628391648575	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001355.1	2.377352165380459	0.07442586247049748	7.650618961839085	31.942554462473908	2.02240772854567e-9	1.898344061164297e-8	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001358.1	0.6879085019954924	0.0557522377247277	9.118877439855702	12.338670698600236	5.381053700834847e-7	1.8919710268574036e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001375.1	-0.171252245249006	0.1560898660200947	8.238699997915795	-1.097138780469959	0.30360999541544853	0.35400038087584135	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001382.1	0.11469813438238007	0.0742268568437541	9.048279936209475	1.5452376573592104	0.15650952330918	0.19116581469256866	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001389.1	0.20963446760514975	0.33330659841027654	9.118877439855702	0.62895384791364	0.5448107833005109	0.6013375938208209	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001415.1	0.7004849274708402	0.06539405186373035	8.22162435986198	10.711752942462216	4.1101413067537665e-6	1.1300991605277433e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001429.1	2.4302660495158674	0.07714721070797913	8.368147937980098	31.50167098995987	5.44459266099311e-10	7.010501443607266e-9	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001442.1	-0.5624797025038065	0.10081406833197366	5.683054379824693	-5.579377083083288	0.0016846456176106718	0.0027321221849308463	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001443.1	-0.049374491632469535	0.07415435639326295	8.703676195209077	-0.6658339986206837	0.5227697579221229	0.5798025108308732	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001450.1	3.942899879342869	0.057329453320580176	8.637408526747034	68.77616392562814	3.9027140186900885e-13	1.0257250726769009e-10	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001463.1	0.8652904060992571	0.11929202581164776	7.89601423375971	7.2535477557022885	9.37121305398682e-5	1.9153970688569585e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001471.1	1.8498145597830908	0.09355836000914869	7.406734671840286	19.771771967809237	1.1132932156053294e-7	4.886241736075257e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001473.1	1.486713745791406	0.04791318282616815	8.449508576481719	31.029325502864022	5.273487026715028e-10	6.8693702727005085e-9	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001486.1	0.20911269971947077	0.07515574620490266	9.118877439855702	2.78239137097184	0.021059968071055077	0.0290509223036351	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001490.1	-0.7317281974922863	0.08287153472366084	6.38786455383799	-8.829668714743484	8.236061053975393e-5	1.702068491635618e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001509.1	0.12591993548363745	0.07049555378837703	9.118105242532547	1.7862110263243087	0.1072812240644737	0.1341165386457942	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001512.1	0.9510933772847074	0.10401499012124538	8.049652965552134	9.143810677442383	1.583643306711972e-5	3.779764046148019e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001515.1	1.6049267621672327	0.07497685097676225	7.560333375390904	21.405630421377012	4.853835173337051e-8	2.470038218048969e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001516.1	0.6024063917708923	0.10274387413604638	7.824938295532837	5.863185487567143	4.1012803445668214e-4	7.421839035854418e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001550.1	0.0017738135356231836	0.09347463469875279	8.702410408198126	0.01897641580884243	0.9852878562839683	0.987719574125369	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001553.1	0.624823083196599	0.0711948351948011	8.393546150811982	8.776241724374772	1.645965940154135e-5	3.915961565819316e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001576.1	0.933933114287713	0.043921921207138455	8.33536368342094	21.26348503480136	1.480532128049967e-8	9.225965896969668e-8	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001577.1	-0.012282634756592125	0.07098585653446782	7.448565414842958	-0.17302932381506422	0.8672371075519368	0.8891269840619673	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001579.1	-0.8026202445760285	0.07091363616430658	6.264133377489374	-11.318277950327648	2.1083174709728978e-5	4.908787108028613e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001586.1	-2.1437498432258484	0.0711953099636245	6.646978983491074	-30.110829552131243	2.344085569334375e-8	1.3427402979212806e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001588.1	0.8398955761520733	0.28804187427927186	7.885777762267468	2.9158801242132943	0.019716339836728176	0.027298607496281838	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001607.1	0.4299079453059647	0.07100516555858377	8.933213366920498	6.054600984646157	1.9525004295826837e-4	3.7473247076354947e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001620.1	0.049094530148967565	0.09849519711065718	8.041540485859898	0.49844593024988765	0.6315153328435128	0.6823725531184559	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001635.1	0.14148021305199712	0.04407501807212373	9.118877439855702	3.2099865012075757	0.010481780571829765	0.015131694861045361	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001649.1	-2.024415013271832	0.08755188166931951	7.681848677707006	-23.122461501375593	2.2206223432829676e-8	1.2851995634440803e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001659.1	0.8397506522959555	0.06038710511534087	9.118877439855702	13.906125334076055	1.9013583611604557e-7	7.715957454736526e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001672.1	1.5171984261555624	0.09336645655184005	7.99485619967859	16.249930458838453	2.083114946353106e-7	8.332459785412423e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001689.1	-0.4332623540150595	0.06848741367694294	8.767293781216551	-6.326160249805464	1.530759044593912e-4	2.9892619804395095e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001696.1	-0.21027221149775854	0.10799763066169003	8.684179059402862	-1.9470076353475811	0.08453837132956525	0.10733589078762895	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001717.1	-0.7221970147370104	0.18712788302235292	5.412637025729453	-3.859376823339267	0.010207348707268651	0.014759363761837	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001743.1	0.2227663352808956	0.07416422409991681	7.748017616268157	3.003689959471247	0.017613117511338167	0.02458463262750982	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001749.1	-0.7766744063295944	0.0739358856012135	8.973309483623684	-10.504701472282722	2.4279235530774555e-6	7.104101136313078e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001761.1	0.7846259831607927	0.06022796060744632	7.289449824034514	13.027603379679853	2.59331836764264e-6	7.543584939210492e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001764.1	-0.5059277054542104	0.07326033322262	7.979686703935372	-6.905888673981614	1.252901228005248e-4	2.4890896784026e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001767.1	-0.22805840443308764	0.06859470290772139	8.63696641802801	-3.324723262376229	0.009395727726660934	0.013647630521040656	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001786.1	2.0706481178674663	0.06533295675135412	9.118877439855702	31.693776324068622	1.2117028852337407e-10	2.343674671525694e-9	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001798.1	0.6376309387615541	0.0777627540675456	5.766300891955164	8.199695939365789	2.1749067847140266e-4	4.1315831267441626e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001803.1	0.9561183315828861	0.0642783372464207	9.118877439855702	14.874658750388367	1.0536078530839607e-7	4.688405625282198e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001805.1	-2.1484182546694224	0.061740505739122105	7.68321885719614	-34.79754869108675	9.850725426344163e-10	1.0921350174914571e-8	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001815.1	0.07341209126535908	0.06439139593587659	6.808652838885669	1.1400916255716158	0.29276095912908306	0.3425126905966858	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001816.1	-0.41296460261681256	0.09040049098054556	9.052579627788088	-4.568167696187444	0.001330267996315385	0.0022013471879767186	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001831.1	2.08526587651268	0.10322996113057449	8.06122884553102	20.200200151921486	3.428009772455099e-8	1.8212066187074175e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001846.1	-0.5829176237202894	0.08571555009125881	7.302948955617569	-6.800605293901448	2.0919623932966e-4	3.9926902918621134e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001874.1	2.854124889293017	0.06918031980973369	8.386955995294656	41.25631244756751	5.5360472087920424e-11	1.3393756250255982e-9	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001875.1	0.35635393897199136	0.07544913321236965	8.772473168447192	4.723101827677037	0.001163074908985601	0.0019390368258759944	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001878.1	-2.573103641951017	0.09466213567481155	7.40209062336813	-27.181973273773167	1.0943619002183854e-8	7.2224652439819e-8	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD001885.1	0.6411802864961675	0.05195363915634807	9.118877439855702	12.341393151817806	5.370794959830516e-7	1.8919710268574036e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
