protein	logFC	se	df	t	pval	adjPval	group1	group2	batch
NbD010787.1	-0.2864034016979174	0.07581380845339175	8.868875785503022	-3.777720807601828	0.004481395563103344	0.006845427478955809	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD010796.1	0.34584957281784945	0.06453179451168842	8.820743589208597	5.359367044336679	4.887925964388047e-4	8.718264754046226e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD010800.1	-0.3000992451217581	0.10889233304461873	7.5996238435832915	-2.7559263056545236	0.026080023317662977	0.03546121247209926	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD010811.1	-0.48333111553705066	0.07983349370973547	7.2326698537809655	-6.054239806845755	4.526973568817331e-4	8.116580218890785e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD010831.1	-0.7633682817090335	0.05454986559142638	8.456339517605624	-13.993953485176181	3.8471063955184837e-7	1.4054678148141116e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD010859.1	0.05405912253732635	0.055407192763070504	8.834417737698612	0.9756697612978029	0.35518549374626074	0.4097518166946277	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD010866.1	0.0873096633585037	0.16553015793808393	7.952425051405191	0.5274547215206646	0.6122720483945274	0.6646325579499229	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD010894.1	1.0551480390106265	0.11162537944595236	7.464842917023933	9.452581879208896	2.0448882964502323e-5	4.7811960875693736e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD010898.1	-0.015140541002059877	0.05610752420220704	7.874793394885283	-0.26984867390502876	0.7942131061735207	0.829479055444237	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD010900.1	0.8868924839015954	0.0722395053059945	6.192974488354306	12.277111812226103	1.4071200695380206e-5	3.389225051588073e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD010907.1	-0.4477592583635269	0.1131198662986496	9.118877439855702	-3.9582725211271943	0.0032281819874021398	0.00502386524545899	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD010913.1	-0.32328010162104825	0.2422100856350096	8.277362794767875	-1.334709497226323	0.21751751684993942	0.2602753790266549	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD010926.1	1.2590405398561448	0.12456044590665441	6.973552529293172	10.107867956732186	2.0449565182061488e-5	4.7811960875693736e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD010954.1	-0.09281255797340335	0.0566721254007957	8.823666102145022	-1.6377109084407169	0.13658176035579736	0.16853004840367372	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD010955.1	3.287027871259645	0.09182031454134586	8.232190117065592	35.79848193375036	2.496529303471083e-10	3.913857167687298e-9	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD010964.1	0.06075948114284532	0.12438426683693032	8.821077491387662	0.48848204590458316	0.6371218163171377	0.6873460664288921	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD010968.1	0.6221194615446795	0.059341900243594585	9.118877439855702	10.483645771215956	2.1738968444391388e-6	6.4452362979124565e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD010985.1	0.013839950105867244	0.10632687603819681	8.657331512031238	0.13016417505669392	0.8994105880937883	0.9187394850487074	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD010989.1	0.19952556415345837	0.10647250387644673	7.631283227183459	1.873963294645467	0.09959213260383536	0.12520474070735407	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD010990.1	-1.2537686391285237	0.08164763873527864	9.118877439855702	-15.355846887300004	7.96164051427273e-8	3.7093440894442713e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD010993.1	-0.705470794814537	0.0839004949145617	7.461020806606579	-8.408422328532607	4.594159917955864e-5	9.911495177898021e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011005.1	0.31768191762219944	0.058438420383458235	6.7675412438826985	5.4361824898354625	0.0010852514573229978	0.001820158975720403	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011006.1	0.02473599663656807	0.05291251440724923	8.522118117368947	0.46748858778820646	0.6518725325589847	0.6999679104718922	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011012.1	-0.19919449142253076	0.1428917484431587	7.935502751539385	-1.3940237528954929	0.20110453521163385	0.24160663170894864	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011032.1	0.5354015811579295	0.058115485713877674	9.118877439855702	9.212717997297549	6.43746554649243e-6	1.6800581811757113e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011056.1	0.05468415300724405	0.04840518269642406	9.118877439855702	1.1297169013946073	0.28743531775312436	0.3365463835746749	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011062.1	1.6974848603145536	0.056098521925913934	8.141559975416872	30.2589943912662	1.174896496904393e-9	1.2410017844370751e-8	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011066.1	-0.04198615820416129	0.07621917126057813	7.386689640905415	-0.5508608596729423	0.5979885642672009	0.6508679427882713	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011069.1	-0.009357409454138479	0.13295664052128983	7.516837507081736	-0.07037940653020722	0.9457278086275155	0.9544865256263246	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011070.1	0.8297350935278134	0.10533778094926026	8.686730013018447	7.876899304794405	3.070294832440888e-5	6.883129609305514e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011077.1	0.7375222824186286	0.08025354973488727	8.67941414790694	9.189902314040795	9.221065357855316e-6	2.3224193922715644e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011084.1	1.5157749983181017	0.12973859434560034	7.85661281633749	11.683300608917875	3.04803624652808e-6	8.663248059470395e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011087.1	0.015194201472727762	0.05175761054206335	8.876548986948048	0.2935645852580357	0.7758384995444813	0.8127658654079115	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011095.1	0.9819252582070925	0.42943278558122905	9.118877439855702	2.28656332533641	0.04768170556542184	0.062387294628394645	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011101.1	0.16966551310769465	0.1372008640451614	8.920682120900423	1.2366213164069222	0.2477940576920355	0.29343860317201553	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011109.1	1.2559397854333822	0.13694225207071153	5.755416780386982	9.171309558899797	1.1997757685146433e-4	2.396333542120441e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011110.1	-0.31191448887458745	0.07095318802489628	8.653348985635766	-4.396060241368462	0.001902075900279383	0.003061410346703272	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011112.1	-2.794317550959995	0.05306092505969087	7.253597409669202	-52.66243564009727	1.2219434302182852e-10	2.347662488449947e-9	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011144.1	-0.004879696188124546	0.0910677416220563	7.486542971989341	-0.05358314702011562	0.9586693229797176	0.9664563481663759	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011152.1	-1.1966777610990071	0.0744639089031199	7.643344269003458	-16.070574036825356	3.632794977797898e-7	1.339516174284038e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011173.1	0.9733040829242632	0.10860190184631592	7.786104761016909	8.962127424818025	2.270888011651477e-5	5.251722378912422e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011189.1	0.1660237785533056	0.05430317168285599	7.866269590347824	3.057349569246631	0.015963365903593072	0.022429031087186743	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011194.1	0.224974936546747	0.05579912482281594	7.207232218808992	4.031872135291198	0.004690797529814556	0.007143314029724415	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011202.1	-0.4855723019074502	0.11448055938244868	7.510344024847374	-4.241526286443833	0.0032676443190961246	0.005078808546983693	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011204.1	-1.8589783797545354	0.08030511733752985	8.756452359346891	-23.14894045844024	3.6958978719297212e-9	3.0706851020525025e-8	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011212.1	1.5039008709714892	0.06074464583534983	7.538224094371059	24.75775190208298	1.703919488947955e-8	1.0287989562999274e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011226.1	-0.02906108422820749	0.06487393362820763	7.245850144916516	-0.4479624188469362	0.6672684884763467	0.7144393976784847	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011231.1	-0.3560841351113397	0.0696250359895603	9.118877439855702	-5.114311684732653	6.073141816930887e-4	0.001065781525453543	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011232.1	0.1391127882541581	0.06739835544135922	8.661337990468084	2.064038318786501	0.07023757435367722	0.09015268089980748	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011249.1	0.4733400253296455	0.05568828471848783	8.95005352202418	8.499813339959138	1.4082589142842364e-5	3.3901405328782155e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011272.1	-1.3443619461768956	0.04979628411375248	7.860026617144797	-26.997234233500098	4.929689208759502e-9	3.8777907367495526e-8	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011279.1	1.6363585982565094	0.06472196786509403	8.997647640161865	25.28289315410376	1.14372420361372e-9	1.2167047004157382e-8	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011285.1	-1.842133317886838	0.08797559933032244	5.995954745839734	-20.939139169375483	7.782176801440155e-7	2.616310455141807e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011290.1	1.9753977716253954	0.12559560548569584	6.621198858390097	15.728239566872224	1.721426242344223e-6	5.228642046766817e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011305.1	2.457758715082006	0.06732423612732637	6.460349756635644	36.50629931298131	9.95210576987345e-9	6.757752063798568e-8	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011309.1	-1.7444800655750676	0.104212410451633	7.730098086283252	-16.73965757067595	2.3770841618549434e-7	9.267724288977214e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011310.1	-1.2221803124623072	0.1192528601100404	6.6654524066642535	-10.248645704048878	2.5352194171786943e-5	5.797011441123032e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011324.1	-0.6834458723878799	0.07754872971291912	8.238034607369212	-8.813114991282987	1.7960390714951608e-5	4.2413861371249354e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011354.1	0.36369532499236407	0.05020942537261776	7.510582742248329	7.243566766464314	1.2130251603904491e-4	2.41739358457829e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011400.1	0.9132687377484554	0.12291169959374094	7.232373794202603	7.430283209548604	1.237716112650101e-4	2.462206407533683e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011418.1	-1.7702609116213839	0.07556841673841308	7.9786753259463215	-23.425936231392836	1.2151671288679174e-8	7.845905681765687e-8	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011432.1	0.40901503847114484	0.06304572577118088	9.118877439855702	6.4875934643948785	1.0658756921500694e-4	2.151980385235658e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011443.1	0.5558795269448668	0.07010035709102509	7.68286512509274	7.9297674079328715	5.824210975563731e-5	1.2321294810046756e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011459.1	0.6655350791744854	0.05456958800595583	8.971593294749479	12.196080335109873	6.901447527231449e-7	2.3556659703338514e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011462.1	0.18805282862327496	0.0640695435823941	8.354239524435439	2.9351360741541273	0.017985549643291646	0.02509663829051439	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011464.1	0.9148269109477305	0.07494606296549657	9.118877439855702	12.206470556951013	5.906219733919797e-7	2.0555959028653615e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011474.1	-0.4945292216669835	0.09271421468334305	7.166866753006906	-5.333909404895495	0.0010031179863239032	0.0016944919330416633	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011495.1	1.2981680216570266	0.08839372290322513	7.691538412667635	14.68620145209046	6.674649678707296e-7	2.2922624722877937e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011510.1	0.33607019023034845	0.06934413778868255	8.047243211909363	4.846410972106678	0.0012564438344327478	0.002083812565792694	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011522.1	0.3996149795711239	0.15021472151745086	9.118877439855702	2.660291717977186	0.025750389804228523	0.03508775286529217	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011527.1	-0.06596038214661783	0.08725085462601395	8.041408412298406	-0.7559855136015098	0.47122115549358334	0.5280702590281742	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011528.1	2.2403934238241545	0.06908177914809055	8.277206722261884	32.431032487183415	5.121713331221985e-10	6.710796235747751e-9	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011550.1	0.6579766344048175	0.11969509061380926	7.404848172045119	5.497106280889573	7.510979884316768e-4	0.0012967178563804992	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011552.1	0.5865452678549126	0.11442959273837494	9.118877439855702	5.125818014540653	5.978783318255755e-4	0.0010508734801717825	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011565.1	0.6037390941435581	0.062493771568214715	8.492510955815856	9.660788251266771	7.227152914401692e-6	1.8697694974838888e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011570.1	-0.02733663472043269	0.08482942805235137	7.77144748544524	-0.3222541439694989	0.7557578133490297	0.796022138152632	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011572.1	0.23926401894538576	0.1212925607170081	7.811706576727274	1.972619075160108	0.08487041657810453	0.10769696713177251	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011585.1	0.47074304783258586	0.07088461120634876	6.493669814448125	6.64097664953298	4.0421039194260034e-4	7.323649761555305e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011591.1	0.026227967412627982	0.06947669188045662	7.955206894546586	0.37750743022935657	0.7156689566728716	0.7600686708852841	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011600.1	4.273396787347794	0.22182294635710037	8.877597675086982	19.26489958558341	1.50609218267793e-8	9.346138711395822e-8	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011607.1	-2.7177093893111275	0.06665201957350782	8.093395468051146	-40.77459927997944	1.1700752585083183e-10	2.303037997804038e-9	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011626.1	0.5011785384748636	0.08895647338964492	6.854090115600807	5.633974902305467	8.476259917793315e-4	0.0014477037199044545	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011627.1	1.6357585597787632	0.07595413427708188	8.427729833065893	21.536135923970775	1.1525881287365283e-8	7.51790329809461e-8	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011628.1	-0.3567109342985913	0.05052571929501955	7.924362134343471	-7.059987255515494	1.1112889880681317e-4	2.2355872123765928e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011638.1	-0.031218490150856894	0.05896666905417846	7.017094040442532	-0.5294260410431766	0.612839885689576	0.6649268113795594	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011646.1	0.13812759480798134	0.05763080052773383	8.315079996930859	2.3967668944926386	0.04226879433094821	0.05572646003855905	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011647.1	0.049581876088884334	0.05050476706518833	8.240182779714434	0.9817266561171782	0.3541767436601333	0.40879919676400817	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011652.1	1.0720229734142557	0.05422894347656143	8.522047153866279	19.768465042613272	2.034934990859368e-8	1.194755524199692e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011662.1	-1.1266436984278412	0.05596556813002891	8.666850044053806	-20.131015123624355	1.4065544929963521e-8	8.871846453512948e-8	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011674.1	-0.5878416683559	0.22168106244675923	8.620696013983675	-2.651745087594395	0.027368488786706998	0.037100245114989945	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011698.1	0.04247465852273081	0.05268279173812003	9.118877439855702	0.8062340115510079	0.44062628162367845	0.4980314258271174	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011714.1	-0.15389911904231643	0.07954903093267171	7.119191614999931	-1.9346448000425391	0.09357988599887543	0.11817832974645998	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011721.1	0.33244042964838977	0.22529714558371683	7.8847432504123836	1.4755643210084977	0.178840646615587	0.21672362600445963	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011745.1	2.7105784305020384	0.09131166465034114	8.505066475354255	29.684908723125677	6.883086584023805e-10	8.322511677358916e-9	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011751.1	0.8944515800802663	0.06622607184706751	9.118877439855702	13.506034030612259	2.4535800037372207e-7	9.516141889494707e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011756.1	0.19652780056747454	0.10860081133481529	7.293704978812889	1.8096347361676808	0.11156266023676231	0.13915744442709493	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011778.1	0.28002838460729523	0.052245801315634964	8.238712703607241	5.359825623413197	6.144285064573542e-4	0.001077420159674827	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011789.1	4.751400951581963	0.12474330122213335	5.570751861346998	38.08942768895486	5.983446540556436e-8	2.9206779059480324e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011790.1	-0.017742146749443997	0.04351955134876846	9.118877439855702	-0.40768220718217657	0.6929123543229647	0.737829456414444	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011793.1	0.06551993155646867	0.050552098956092695	8.351692679469288	1.296087262635254	0.22961341542204777	0.27324251067804345	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011804.1	0.8521476217314937	0.141479575859355	8.59564079322925	6.023114054134673	2.3684873964468573e-4	4.463265157032711e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011824.1	2.8443459056014837	0.05984473969252829	8.256401013846808	47.528753909119345	2.3099054763926224e-11	7.478737440958143e-10	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011828.1	0.19286124653294315	0.09905202063204144	9.118877439855702	1.9470702899578831	0.08293787251854902	0.10536434870994513	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011837.1	1.8245196593426891	0.10897495428533953	7.128127812459524	16.742559529461925	5.522694867975988e-7	1.9368446365868693e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011841.1	0.07269004707452986	0.051424773732789704	9.118877439855702	1.413521962240174	0.19071797829020443	0.23024261740087368	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011842.1	1.100006671519245	0.11238481132046378	6.7979744888860685	9.787858862730042	2.982998914944599e-5	6.700874385104308e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011866.1	0.9397820742541567	0.070493818719066	8.863493544212073	13.33141105604455	3.6311911500208535e-7	1.339516174284038e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011913.1	1.6898625261110132	0.0819147878915156	5.607748371018753	20.629517204500292	1.6696309754840288e-6	5.099050716652522e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011919.1	0.2911581133498952	0.10083121520157817	8.391728872691285	2.8875791367566315	0.01928770708450221	0.0267881489753049	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011939.1	-0.7858832917023068	0.062369445251643875	8.452622227794137	-12.600453451709885	9.038670974513827e-7	2.9892510669228556e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011970.1	-1.3750828150013772	0.14126789393260702	6.806848763021467	-9.733866462661158	3.064520182498466e-5	6.87363261817427e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011979.1	0.547102376653025	0.08512633831496888	7.4575392539689735	6.42694596622654	2.743929216347937e-4	5.104028200933632e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD011985.1	0.5453179927226574	0.06222764590646927	7.085142044047574	8.76327530599973	4.7211762061878423e-05	1.0151210437558844e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012001.1	1.485888635701664	0.09374431591403855	8.86938440250044	15.8504397969493	8.223911978366937e-8	3.8084586939651965e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012011.1	0.8267143953890023	0.07398421202763361	8.7258287891588715	11.174200180441453	1.8243382888062212e-6	5.518715960992685e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012027.1	-4.239754259962151	1.5682588772990553	7.989676378540817	-2.7034785655185303	0.02696018436975207	0.036591161532215144	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012039.1	-0.07543320376804241	0.046801340555549215	8.680414358617085	-1.611774425104546	0.1427116982055167	0.17550983087879726	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012047.1	-0.0503614632546524	0.08213317498406662	8.460775208920339	-0.6131683484100333	0.555886292459331	0.6115981173869222	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012050.1	4.276819415649679	0.5988668348389975	6.805803223074219	7.141519895319435	2.1318894591784213e-4	4.0567640986410505e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012056.1	-0.628452749702677	0.08212857070793785	8.958427926626282	-7.652059986987404	3.234389051039364e-5	7.214802935618511e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012059.1	0.7449687464588661	0.06064292548220496	8.777891763142854	12.284512010844027	7.912559594007373e-7	2.6521617603919687e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012061.1	-0.15325435668346393	0.08514429394991728	8.646783858224538	-1.7999369020971583	0.10676282718120106	0.13358059698840838	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012072.1	1.889533059167318	0.052460926909343356	9.118877439855702	36.01791219649209	3.806758685745315e-11	1.073696400661584e-9	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012103.1	1.223868398150595	0.06525035612228008	8.743170019444904	18.756501433602114	2.2995404590513147e-8	1.3240137591548034e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012104.1	-0.54004996463807	0.10391960660633974	8.90993234217919	-5.19680532167376	5.850849960407313e-4	0.0010304137809657025	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012131.1	-0.9155457030535056	0.09752284103760266	5.505592030339772	-9.388013036868884	1.3607129980179475e-4	2.679447190455791e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012133.1	-1.8906161313775756	0.12101783146005511	8.659361560858002	-15.622624439453945	1.2109614340469368e-7	5.258091046959877e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012134.1	-0.06927309762197136	0.08529773190630446	8.589109084328918	-0.8121329380488638	0.4386428999132699	0.49604061675841304	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012141.1	-2.257359746945461	0.054834479582542985	8.33181470328849	-41.16679439890427	6.370364382381883e-11	1.4727230767154955e-9	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012146.1	1.0484409791647185	0.08977681300451011	7.226347717519487	11.678304721198424	5.962066176011631e-6	1.56974140686034e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012147.1	0.0814971475365889	0.08531185951527652	8.836575565603642	0.9552850916582761	0.3648348210229416	0.42012422173466574	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012148.1	0.0796595876488669	0.06777488537025322	8.705613978401285	1.1753555496802055	0.27099550870310085	0.3189694238370534	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012162.1	0.012818384953468705	0.09775324867583604	6.357613001712268	0.13113001488038858	0.8997243263749298	0.9188498949127284	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012169.1	-1.0880584414708974	0.08346472879808782	7.754872794058455	-13.036146611139829	1.5036750445078378e-6	4.66556951309793e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012184.1	-2.714558961281345	0.09383436800587211	6.40731690361084	-28.92926140997155	4.936703920919104e-8	2.500815546334077e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012186.1	1.052507003048855	0.05984443340711366	7.449709869840954	17.587383539731942	2.4496891439543435e-7	9.509305903725462e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012188.1	-0.4700490925072904	0.11788700104472688	6.77748210557674	-3.987285182773897	0.005633796157219997	0.008486783961719133	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012191.1	0.7742423495567448	0.07152508037928643	9.06919658350278	10.824767276751839	1.731540651190584e-6	5.255790509184463e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012195.1	-0.07617760319756432	0.134211276378543	8.070749632047036	-0.5675946556286772	0.5857486688663349	0.639258684048555	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012210.1	0.3027381909129576	0.09002918619762712	5.612141666488145	3.3626671938187176	0.016802885818735194	0.023534574870880516	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012244.1	-0.011047163894027191	0.07579464874550823	8.357037553640662	-0.14575123807380758	0.8875723025947755	0.9081000796870751	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012253.1	1.328007816860328	0.08626349653855327	6.003648936716962	15.394783079153402	4.723603417074871e-6	1.2759894622427353e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012256.1	-5.0429865268128236	0.1488362609307336	7.656085057602225	-33.88278162375875	1.2771861708087114e-9	1.3178909494626611e-8	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012257.1	-0.11298018217058776	0.055937792436877	7.3482544572563855	-2.0197468875462015	0.08123731831704074	0.103350893576463	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012263.1	1.356569825941238	0.10009576024196432	8.551184996343146	13.552720141811834	4.482716755864121e-7	1.6152240697742654e-6	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012265.1	1.1521496412953516	0.05555387564304418	8.595186087317078	20.739320667713134	1.2181890587379172e-8	7.854067409005793e-8	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012284.1	0.328677821389862	0.056636066027673126	8.698584303921923	5.803330712081339	2.942397157244952e-4	5.439234794609204e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012296.1	0.05280332648111885	0.053333775581739795	7.4642644779954415	0.9900541618358151	0.353150409982449	0.40771990485828996	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012302.1	0.07838996394998327	0.05728746488147529	8.688682234625375	1.3683615449237965	0.20553551250625457	0.24659846129912605	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012326.1	-1.5001658263011075	0.10837987908193451	5.643517768117492	-13.841737405584219	1.4336833137980605e-5	3.447630272362613e-5	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012332.1	0.040069584469144805	0.08922160833765479	7.327249906338656	0.44910179513356713	0.6663417777739207	0.7137892742972615	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012335.1	-0.10309721316938937	0.08574368042578528	8.233441258601022	-1.2023884752489051	0.26265009674737244	0.3101270169839482	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012381.1	-0.24976215830385617	0.05587892280444336	7.3655858777426015	-4.46970245253181	0.0025583687037932096	0.004037722136541173	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012395.1	-0.24862840415701654	0.0446076747938941	8.825136618590346	-5.573668775738312	3.709829217389399e-4	6.74349753592182e-4	Nb_35S_LST8	Nb_35S_GFP	R0563
NbD012404.1	-0.951041548597138	0.0603187955674935	8.071035145458012	-15.766918746462261	2.3849499095414514e-7	9.29028439043697e-7	Nb_35S_LST8	Nb_35S_GFP	R0563
